"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"748",27704,4,0.170946484915543,0.16094617322366,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Pir, J. B. and Dietz, M. (2018) ‘Populationsdichte und Lebensraumnutzung der Wimper­ fledermaus (Myotis emarginatus Geoffroy, 1806) an ihrer nördlichen Verbreitungsgrenze in Luxemburg’, Bulletin de la Société des naturalistes luxembourgeois, 120, p. 16.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Bech-Kleinmacher maternity colony","Luxembourg","Luxembourg","Europe","Europe and Central Asia","Central and Western Europe",49.532261,6.35525,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of adults","Direct counts",1985,2006,22,TRUE,"Myotis emarginatus",0.00000302392082973551,0.00000000998290076597377,TRUE,TRUE,2432470
"749",27710,5,0.175995214878064,0.172847718778277,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Lu?an, R. K. (2010) Population ecology of Daubenton’s bat. PhD. University of South Bohemia.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","An old lime-kiln artificial roost in the northern part of T?Íebo?Ûsko Landscape Protected Area and Biosphere reserve, South Bohemia","Czechia","Czechia","Europe","Europe and Central Asia","Central and Western Europe",49.150884,14.692598,1,"Freshwater","NULL","NULL","Palearctic","Temperate coastal rivers","NULL","NULL","NULL",0,"Number of adults","Number of bats estimated based on maximum annual emergence counts",1968,1981,14,TRUE,"Myotis daubentonii",0.0282866978308905,0.0480699781974041,TRUE,TRUE,2432439
"750",27712,4,0.149994806254954,0.147595082398665,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Willems, W. et al. (2008) ‘Long-term good management practices of bat hibernation sites in Flanders, Belgium and translation into policy measures: LIFE Bat Action Project’. XIth European Bat Research Symposium, Cluj-Napoca, Romania.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Kessel fort, Flanders","Belgium","Belgium","Europe","Europe and Central Asia","Central and Western Europe",51.15064,4.627451,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Standardised winter counts",1990,2007,18,TRUE,"Myotis emarginatus",0.000000000805658092877044,0.0000001093232691478,TRUE,TRUE,2432470
"751",27713,4,0.12915192117272,0.127474803805252,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Willems, W. et al. (2008) ‘Long-term good management practices of bat hibernation sites in Flanders, Belgium and translation into policy measures: LIFE Bat Action Project’. XIth European Bat Research Symposium, Cluj-Napoca, Romania.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Steendorp fort, Flanders","Belgium","Belgium","Europe","Europe and Central Asia","Central and Western Europe",51.126991,4.256005,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Standardised winter counts",1990,2007,18,TRUE,"Myotis emarginatus",0.000000000144150042660811,0.000000238884806094014,TRUE,TRUE,2432470
"752",27714,4,0.140196106104254,0.137835019028588,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Willems, W. et al. (2008) ‘Long-term good management practices of bat hibernation sites in Flanders, Belgium and translation into policy measures: LIFE Bat Action Project’. XIth European Bat Research Symposium, Cluj-Napoca, Romania.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Liezele fort, Flanders","Belgium","Belgium","Europe","Europe and Central Asia","Central and Western Europe",51.066604,4.2847,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of inidviduals","Standardised winter counts",1990,2008,19,TRUE,"Myotis emarginatus",0.00678079366761094,0.00418529286591431,TRUE,TRUE,2432470
"753",27715,5,0.0732443455441836,0.0728872054243747,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"JNCC and Bat Conservation Trust (2019) National Bat Monitoring Programme - Annual Report 2019.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","UK","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53.212798,-1.793885,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Hibernation index","Standardised hibernation survey",1990,2019,30,TRUE,"Myotis daubentonii",0.000000000193732266287813,0.0000000172270581382807,TRUE,TRUE,2432439
"754",27717,4,0.0694906225283015,0.0692276133392438,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Bayerisches Landesamt für Umwelt (2014) Regionalabkommen zur Erhaltung der Fledermäuse in Europa (Eurobats) - A Bericht für das Bundesland Bayern. Bayerisches Landesamt für Umwelt, p. 76.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Regularly monitored maternity colonies in south-eastern Bavaria","Germany","Germany","Europe","Europe and Central Asia","Central and Western Europe",49.011777,11.549132,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Average number of individuals","Standardised counts",1995,2013,19,TRUE,"Myotis emarginatus",0.455604373148961,0.527852518417242,FALSE,FALSE,2432470
"755",27718,5,0.102466700136119,0.101043926832766,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Bayerisches Landesamt für Umwelt (2014) Regionalabkommen zur Erhaltung der Fledermäuse in Europa (Eurobats) - A Bericht für das Bundesland Bayern. Bayerisches Landesamt für Umwelt, p. 76.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","743 hibernation sites in Bavaria","Germany","Germany","Europe","Europe and Central Asia","Central and Western Europe",49.011777,11.549132,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index of population size","Standardised winter counts were analysed using TRIM software",1985,2012,28,TRUE,"Myotis daubentonii",0.00000000116834301066782,0.0000000615141125719475,TRUE,TRUE,2432439
"756",27729,6,0.051101665191649,0.0510329158788285,FALSE,"Alces americanus","Alces_americanus",0,0,"Kluane National Park (2017) ‘Moose Survey Counts - Kluane’. Parks Canada. Available at: https://open.canada.ca/data/en/dataset/b10f3d90-fdd2-4177-b390-d635d0f12b11.","Mammalia","Artiodactyla","Cervidae","Alces","americanus","","(Clinton, 1822)","Moose","Auriol, Kluane National Park and Reserve, Yukon","Canada","Canada","North America","Americas","North America",60.749785,-139.500032,1,"Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Adult individuals (bulls and cows)","Aerial surveys
",1992,1998,7,TRUE,"Alces americanus",0.0125434621165491,0.03,TRUE,TRUE,4262283
"757",27730,6,0.0907667584190163,0.090264529592681,FALSE,"Alces americanus","Alces_americanus",0,0,"Kluane National Park (2017) ‘Moose Survey Counts - Kluane’. Parks Canada. Available at: https://open.canada.ca/data/en/dataset/b10f3d90-fdd2-4177-b390-d635d0f12b11.","Mammalia","Artiodactyla","Cervidae","Alces","americanus","","(Clinton, 1822)","Moose","Duke, Kluane National Park and Reserve, Yukon","Canada","Canada","North America","Americas","North America",60.749785,-139.500032,1,"Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Adult individuals (bulls and cows)
","Aerial surveys",1981,1991,11,TRUE,"Alces americanus",0.654126470413416,0.69621535124374,FALSE,FALSE,4262283
"758",27735,6,0.325924833184119,0.30522407544605,FALSE,"Alces americanus","Alces_americanus",0,0,"Elk Island National Park (2017) ‘Elk and moose populations - Elk Island’. Parks Canada. Available at: https://open.canada.ca/data/en/dataset/228bc045-45e2-4a48-b07a-3f31777ffb7b.","Mammalia","Artiodactyla","Cervidae","Alces","americanus","","(Clinton, 1822)","Moose","Elk Island National Park - South, Alberta ","Canada","Canada","North America","Americas","North America",53.637361,-112.857039,1,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Sum of fall population estimate by population year	
","Surveys",1976,1999,24,TRUE,"Alces americanus",0.0938835543536039,0.073608623639926,FALSE,FALSE,4262283
"759",27736,6,0.301970595841429,0.286945226351006,FALSE,"Alces americanus","Alces_americanus",0,0,"Elk Island National Park (2017) ‘Elk and moose populations - Elk Island’. Parks Canada. Available at: https://open.canada.ca/data/en/dataset/228bc045-45e2-4a48-b07a-3f31777ffb7b.","Mammalia","Artiodactyla","Cervidae","Alces","americanus","","(Clinton, 1822)","Moose","Elk Island National Park - North, Alberta","Canada","Canada","North America","Americas","North America",53.637361,-112.857039,1,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Fall population estimate","Aerial surveys",1958,1985,28,TRUE,"Alces americanus",0.639647603794313,0.692689738833893,FALSE,FALSE,4262283
"760",27754,3,0.385677338225123,0.351044861818902,FALSE,"Canis aureus","Canis_aureus",0,0,"Slamka, M., Kaštier, P. and Schwarz, M. (2017) ‘The golden jackal in Slovakia’, Canid Biology & Conservation, (20(9)), pp. 38–41.","Mammalia","Carnivora","Canidae","Canis","aureus","","Linnaeus, 1758","Golden jackal","Slovakia","Slovakia","Slovakia","Europe","Europe and Central Asia","Central and Western Europe",48.845076,19.399197,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Spring stocks","Data from the HuntersÈÃÍ Statistical Yearbook of the Slovak Republic. Based on game managers expert estimates.",2009,2015,7,TRUE,"Canis aureus",0.00608453369821597,0.0028,TRUE,TRUE,5219219
"761",27760,5,0.205598153967148,0.18731279243255,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Kerbiriou, C., Bas, Y. and Julien, J.-F. (2018) ‘Estimations des tendances des populations de Chiroptères à partir des suivis de gîtes hivernaux’, Symbioses, 37, pp. 7–15.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","France","France","France","Europe","Europe and Central Asia","Central and Western Europe",46.606793,2.414067,0,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Index","Winter counts Dec-Mar at sites chosen by volunteers. Local monitoring results of sites with at least two years of survey data are aggregated to the regional and then national level using the Dutch index method.",1987,2015,29,TRUE,"Myotis daubentonii",0.592779832230373,0.430547712443915,FALSE,FALSE,2432439
"762",27761,4,0.079411978088347,0.0789456349403146,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Kerbiriou, C., Bas, Y. and Julien, J.-F. (2018) ‘Estimations des tendances des populations de Chiroptères à partir des suivis de gîtes hivernaux’, Symbioses, 37, pp. 7–15.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","France","France","France","Europe","Europe and Central Asia","Central and Western Europe",46.606793,2.414067,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Index","Winter counts Dec-Mar at sites chosen by volunteers. Local monitoring results of sites with at least two years of survey data are aggregated to the regional and then national level using the Dutch index method.",1987,2015,29,TRUE,"Myotis emarginatus",0.000000000000000480971054482269,0.00000000000854275118161367,TRUE,TRUE,2432470
"763",27763,4,0.350962548500475,0.322744517928655,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Sackl, P. et al. (2011) ‘Artendiversität, Bestandsveränderungen und Quartiermerkmale von Fledermäusen (Mammalia, Chiroptera) in Winterquartieren im Grazer Bergland und in der Grazer Bucht (Steiermark, Österreich)’, Mitteilungen des naturwissenschaftlichen Vereines für Steiermark, 141, pp. 99–141.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Weizer Bergland, Steiermark","Austria","Austria","Europe","Europe and Central Asia","Central and Western Europe",47.224429,15.638168,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of hibernating individuals","Systematic winter counts",1989,2010,22,TRUE,"Myotis emarginatus",0.0000561217708121663,0.000562038474837936,TRUE,TRUE,2432470
"764",27764,4,0.342543597528845,0.302869126766407,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Sackl, P. et al. (2011) ‘Artendiversität, Bestandsveränderungen und Quartiermerkmale von Fledermäusen (Mammalia, Chiroptera) in Winterquartieren im Grazer Bergland und in der Grazer Bucht (Steiermark, Österreich)’, Mitteilungen des naturwissenschaftlichen Vereines für Steiermark, 141, pp. 99–141.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","R??mersteinbr??che in Aflenz an der Sulm, Steiermark","Austria","Austria","Europe","Europe and Central Asia","Central and Western Europe",46.749085,15.549594,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of hibernating individuals","Systematic winter counts",1996,2010,15,TRUE,"Myotis emarginatus",0.21805490238878,0.296916229862647,FALSE,FALSE,2432470
"765",27766,4,0.160503001103854,0.15838066700333,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Bat Journal Austria (2005) ‘Immer umfangreicher – immer bessere Aussagekraft. Das Monitoring der Wochenstubenquartiere.’, Kopfüber - Bat Journal Austria, 6(1).","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","8 hibernation sites in Salzburg, K?±rnten and Tirol","Austria","Austria","Europe","Europe and Central Asia","Central and Western Europe",47.222719,12.70946,0,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Average number of hibernating individuals","Direct counts of hibernating bats at 8 regularly monitored sites",2000,2004,5,TRUE,"Myotis emarginatus",0.375315102223217,0.484,FALSE,FALSE,2432470
"766",27769,7,0.111820493165725,0.110565221268119,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Anisimava, A., Velihurau, P. and Yanuta, R. (2015) ‘The European bison in Belarus - problems and prospects’, European Bison Conservation Newsletter, 8, pp. 25–32.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Ozeranskaya population, Pripiatskijj National Park","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",52.152586,27.944685,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Field counts",1991,2014,24,TRUE,"Bison bonasus",0.000000000183844188672583,0.000000784775338018431,TRUE,TRUE,2441184
"767",27770,7,0.172791278730986,0.168774789771362,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Anisimava, A., Velihurau, P. and Yanuta, R. (2015) ‘The European bison in Belarus - problems and prospects’, European Bison Conservation Newsletter, 8, pp. 25–32.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Osipovichskaya population, Mogilev region, Osipovichi district","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",53.339021,28.735131,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of Individuals","Field counts",1997,2014,18,TRUE,"Bison bonasus",0.0000000140997118910091,0.0000000085414005306705,TRUE,TRUE,2441184
"768",27771,7,0.10630217471017,0.104943584694221,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Anisimava, A., Velihurau, P. and Yanuta, R. (2015) ‘The European bison in Belarus - problems and prospects’, European Bison Conservation Newsletter, 8, pp. 25–32.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Ozerskaya population","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",53.782334,24.347338,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Field counts",1998,2014,17,TRUE,"Bison bonasus",0.000000000229543725850436,0.0000000526720865230415,TRUE,TRUE,2441184
"769",27772,7,0.196463746099378,0.191676012781305,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Anisimava, A., Velihurau, P. and Yanuta, R. (2015) ‘The European bison in Belarus - problems and prospects’, European Bison Conservation Newsletter, 8, pp. 25–32.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Lyaskovichskaya, Pripyat Polesie","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",52.486401,28.175169,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Field counts",1999,2014,16,TRUE,"Bison bonasus",0.554072506888647,0.819722877178247,FALSE,FALSE,2441184
"770",27773,7,0.138294697674399,0.136584208973853,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Anisimava, A., Velihurau, P. and Yanuta, R. (2015) ‘The European bison in Belarus - problems and prospects’, European Bison Conservation Newsletter, 8, pp. 25–32.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Naydianskaya, upper Pripyat flood-plain","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",52.381006,27.861634,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Field counts",2005,2014,10,TRUE,"Bison bonasus",0.206028670675446,0.123778009772749,FALSE,FALSE,2441184
"771",27774,7,0.249326772083176,0.240477640216155,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Marozas, V. et al. (2019) ‘Distribution and Habitat Selection of Free-Ranging European Bison (Bison bonasus L.) in a Mosaic Landscape—A Lithuanian Case’, Forests, 10(4), p. 345. doi: 10.3390/f10040345.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Lithuania","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.414285,23.866757,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Official survey data from the Ministry of Environment of the Republic of Lithuania.",2006,2017,12,TRUE,"Bison bonasus",0.0000807254007345753,0.00126895522865681,TRUE,TRUE,2441184
"772",27775,4,0.246179002506613,0.236394482422077,FALSE,"Myotis emarginatus","Myotis_emarginatus",0,0,"Presetnik, P. et al. (2017) Monitoring populacij izbranih ciljnih vrst netopirjev v letih 2016 in 2017. Kon?no poro?ilo.","Mammalia","Chiroptera","Vespertilionidae","Myotis","emarginatus","","(?Ù. Geoffroy, 1806)","Geoffroy's myotis","Slovenia","Slovenia","Slovenia","Europe","Europe and Central Asia","Central and Western Europe",46.104353,14.857753,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Direct counts of summer refuges",2007,2017,11,TRUE,"Myotis emarginatus",0.0945584451760266,0.0617066900283127,FALSE,FALSE,2432470
"773",27776,5,0.0991840598501009,0.0985832195631,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Presetnik, P. et al. (2017) Monitoring populacij izbranih ciljnih vrst netopirjev v letih 2016 in 2017. Kon?no poro?ilo.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Slovenia","Slovenia","Slovenia","Europe","Europe and Central Asia","Central and Western Europe",46.104353,14.857753,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Bat detector monitoring",2007,2017,11,TRUE,"Myotis daubentonii",0.110589062774264,0.137901601482137,FALSE,FALSE,2432439
"774",27777,7,0.132169729701246,0.13079294203887,FALSE,"Bison bonasus","Bison_bonasus",0,0,"Krasi?ski, Z. A. and Krasi?ska, M. (1992) ‘Bisoniana 110. Free ranging European bison in Borecka Forest’, Acta Theriologica, 37, pp. 301–317. doi: 10.4098/AT.arch.92-30.","Mammalia","Artiodactyla","Bovidae","Bison","bonasus","","(Linnaeus, 1758)","European bison","Borecka Forest","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",54.124564,22.039581,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Population size assessed every winter (January, February) using direct observations.",1970,1991,22,TRUE,"Bison bonasus",0.00000250184273158241,0.0000366166394052796,TRUE,TRUE,2441184
"775",27778,5,0.242470845404653,0.234113466276362,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Petermann, R., Deutschland and EUROBATS-Vertragsstaatenkonferenz (eds) (2011) Beschlüsse der 5. und 6. EUROBATS-Vertragsstaatenkonferenzen und Berichte zum Fledermausschutz in Deutschland 2003-2009. EUROBATS-Vertragsstaatenkonferenzen, Bonn: BfN (Fledermausschutz in Europa, 2).","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","15 winter roosts in Berlin","Germany","Germany","Europe","Europe and Central Asia","Central and Western Europe",52.517466,13.383093,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Population index","Regular standardised monitoring of winter roosts, index calculated using TRIM and set to 100 in 1989/90",1989,2008,20,TRUE,"Myotis daubentonii",0.228665399577087,0.144292055440105,FALSE,FALSE,2432439
"776",27781,5,0.463496653974089,0.408730620252212,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Federal Agency for Nature Conservation (2003) National Report on Bat Conservation in the Federal Republic of Germany 2000-2003, p. 84.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Eiskeller roost in Kl??tze, Altmark district, Sachsen-Anhalt","Germany","Germany","Europe","Europe and Central Asia","Central and Western Europe",52.622204,11.174861,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Winter roost counts",1999,2003,5,TRUE,"Myotis daubentonii",0.26972168951526,0.484,FALSE,FALSE,2432439
"777",27794,6,0.124019674529307,0.122458699785514,FALSE,"Rupicapra rupicapra","Rupicapra_rupicapra",0,0,"Corlatti, L. et al. (2019) ‘Long?term dynamics of Alpine ungulates suggest interspecific competition’, Journal of Zoology, 309(4), pp. 241–249. doi: 10.1111/jzo.12716.","Mammalia","Artiodactyla","Bovidae","Rupicapra","rupicapra","","Bolkay, 1925","Tatra chamois / Alpine chamois","Stelvio National Park, Italian Alps","Italy","Italy","Europe","Europe and Central Asia","Central and Western Europe",46.478067,10.372603,1,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL",0,"Population size","Block counts are used to survey chamois in open areas and involve simultaneous counting of animals from vantage points or trails, using natural features (e.g. ridges and valleys) to define sampling units. Each year, in July, 2 park rangers, forest rangers or game wardens per unit simultaneously searched for chamois between 6.00 and 9.00 AM with optical instruments. The chamois survey area extended over 13 400 ha above the treeline and included 37 sampling units. The total number of chamois recorded yearly across all sampling units was used as the population size. The potential for double counting was reduced by communicating chamois movements between adjacent units.",1984,2018,35,TRUE,"Rupicapra rupicapra",0.129741447001853,0.114833252974997,FALSE,FALSE,5220170
"778",27795,5,0.145715140809337,0.14361521006449,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Kokurewicz, T. et al. (2019) ‘45 years of bat study and conservation in Nietoperek bat reserve (Western Poland)’, Nyctalus, 19(3), pp. 252–269.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Nietoperek bat reserve, western Poland","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",52.40273,15.537791,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of hibernating individuals","Direct counts of hibernating bats",2005,2013,9,TRUE,"Myotis daubentonii",0.00669922922081664,0.0126,TRUE,TRUE,2432439
"779",27796,4,0.0972217234691385,0.096601492032764,FALSE,"Myotis myotis","Myotis_myotis",0,0,"Kokurewicz, T. et al. (2019) ‘45 years of bat study and conservation in Nietoperek bat reserve (Western Poland)’, Nyctalus, 19(3), pp. 252–269.","Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis","","(Borkhausen, 1797)","Greater mouse-eared bat / Mouse-eared myotis","Nietoperek bat reserve, western Poland","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",52.40273,15.537791,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of hibernating individuals","Direct counts of hibernating bats",2005,2013,9,TRUE,"Myotis myotis",0.0652603494012343,0.12,FALSE,FALSE,2432416
"780",27798,5,0.602287936129202,0.462384786885792,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Lesi?ski, G., Ignaczak, M. and Kowalski, M. (2011) ‘Increasing bat abundance in a major winter roost in central Poland over 30 years’, Mammalia, 75(2). doi: 10.1515/mamm.2011.003.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Szachownica Cave, Wielun uplands, central Poland","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",51.054331,18.80741,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of overwintering bats in March",1987,2010,24,TRUE,"Myotis daubentonii",0.352039797938999,0.765758180213457,FALSE,FALSE,2432439
"781",27802,5,0.448822079483124,0.40145325563431,FALSE,"Myotis daubentonii","Myotis_daubentonii",0,0,"Fuszara, E. et al. (2010) ‘Population changes in natterer’s bat Myotis nattereri and daubenton’s bat M. daubentonii in winter roosts of Central Poland’, Polish Journal of Ecology, 58(4), pp. 769–782.","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii","","Kuhl, 1817","Daubenton's bat","Biebrza and Narew sites in the villages of Downary, Drozdowo and Kraska","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",53.313513,22.347359,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of overwintering individuals","Direct counts of overwintering bats",2003,2008,6,TRUE,"Myotis daubentonii",0.727549179568469,0.72,FALSE,FALSE,2432439
