"","Species","GBIF_ID","mean_body_mass"
"3613","Psammomys vexillaris",5219746,177.33
"3614","Pseudantechinus bilarni",2435383,23.05
"3615","Pseudantechinus macdonnellensis",2435382,39.6827900866667
"3616","Pseudantechinus mimulus",2435381,39.99
"3617","Pseudantechinus ningbing",2435380,19.119233445
"3618","Pseudantechinus woolleyae",2435385,40.615
"3619","Pseudocheirus peregrinus",2440062,868.133333333333
"3620","Pseudochirops albertisii",2440078,784.85
"3621","Pseudochirops archeri",2440076,1118.96
"3622","Pseudochirops corinnae",2440072,1123
"3623","Pseudochirops coronatus",2440082,1090.35
"3624","Pseudochirops cupreus",2440077,1764.08
"3625","Pseudochirulus canescens",2440088,700
"3626","Pseudochirulus caroli",2440101,456.02
"3627","Pseudochirulus cinereus",2440096,977.48
"3628","Pseudochirulus forbesi",2440086,639.16
"3629","Pseudochirulus herbertensis",2440099,1098.34
"3630","Pseudochirulus mayeri",2440084,153.125
"3631","Pseudochirulus schlegeli",2440097,447.3
"3632","Pseudohydromys ellermani",4264818,21.4
"3633","Pseudohydromys fuscus",4264817,18.74
"3634","Pseudohydromys murinus",2438407,16.79
"3635","Pseudohydromys occidentalis",2438406,21.9
"3636","Pseudois nayaur",2441008,52334.57
"3637","Pseudois schaeferi",2441007,49500.62
"3638","Pseudomys albocinereus",5219807,28.25
"3639","Pseudomys apodemoides",5219799,20.945
"3640","Pseudomys australis",5219792,65
"3641","Pseudomys bolami",5219784,12.79
"3642","Pseudomys calabyi",5706749,12
"3643","Pseudomys chapmani",5219801,11.475
"3644","Pseudomys delicatulus",5219785,9.78
"3645","Pseudomys desertor",5219802,31.045
"3646","Pseudomys fieldi",5219794,45
"3647","Pseudomys fumeus",5219786,70
"3648","Pseudomys glaucus",5219795,21.77
"3649","Pseudomys gouldii",5219787,49.99
"3650","Pseudomys gracilicaudatus",5219804,79.665
"3651","Pseudomys hermannsburgensis",5219796,12.2
"3652","Pseudomys higginsi",5219788,61.63
"3653","Pseudomys johnsoni",5219789,12
"3654","Pseudomys laborifex",5219805,12
"3655","Pseudomys nanus",5219797,52.19
"3656","Pseudomys novaehollandiae",5219790,17.4
"3657","Pseudomys occidentalis",5219806,34
"3658","Pseudomys oralis",5219798,65
"3659","Pseudomys pilligaensis",5219808,10.86
"3660","Pseudomys shortridgei",5219793,64
"3661","Pseudorca crassidens",2440440,1054000
"3662","Pseudoryx nghetinhensis",4262655,97842.2
"3663","Pseudoryzomys simplex",2438678,45.2
"3664","Ptenochirus jagori",2432847,79.18
"3665","Ptenochirus minor",2432848,47.02
"3666","Pteralopex acrodonta",2432962,257.53
"3667","Pteralopex anceps",2432965,532.775
"3668","Pteralopex atrata",2432963,490.8
"3669","Pteralopex pulchra",2432964,291.15
"3670","Pteromys volans",2437258,140
"3671","Pteromyscus pulverulentus",2437227,225
"3672","Pteronotus davyi",5218622,9.4
"3673","Pteronotus gymnonotus",5218624,13.6
"3674","Pteronotus macleayii",5218621,12.39
"3675","Pteronotus parnellii",5218620,19.2975
"3676","Pteronotus personatus",5218619,12.4975
"3677","Pteronotus quadridens",5218623,5.085
"3678","Pteronura brasiliensis",2433681,24000
"3679","Pteropus admiralitatum",5218676,306.46
"3680","Pteropus aldabrensis",5218647,401.245
"3681","Pteropus alecto",5218686,641.115
"3682","Pteropus anetianus",5218677,397.22
"3683","Pteropus aruensis",5707069,874.94
"3684","Pteropus banakrisi",5707060,641.115
"3685","Pteropus brunneus",5218656,200
"3686","Pteropus caniceps",5218648,525.12
"3687","Pteropus chrysoproctus",5218698,730.19
"3688","Pteropus cognatus",5706995,448.535
"3689","Pteropus conspicillatus",5218680,760.71
"3690","Pteropus dasymallus",5218670,463.43
"3691","Pteropus faunulus",5218660,222.62
"3692","Pteropus fundatus",5218651,210.67
"3693","Pteropus giganteus",5218642,730.35
"3694","Pteropus gilliardorum",5707059,406.94
"3695","Pteropus howensis",5218672,232.92
"3696","Pteropus hypomelanus",5218662,481.8025
"3697","Pteropus insularis",5218665,155.24
"3698","Pteropus intermedius",5707057,872
"3699","Pteropus keyensis",5707051,874.94
"3700","Pteropus leucopterus",5218654,343.81
"3701","Pteropus livingstonii",5218694,715.385
"3702","Pteropus lombocensis",5218687,256.15
"3703","Pteropus loochoensis",5706998,458.58
"3704","Pteropus lylei",5218678,318.225
"3705","Pteropus macrotis",5218667,365.99
"3706","Pteropus mahaganus",5218657,297.28
"3707","Pteropus mariannus",5218697,458.58
"3708","Pteropus melanopogon",5218690,874.94
"3709","Pteropus melanotus",5218681,418.05
"3710","Pteropus molossinus",5218689,121.37
"3711","Pteropus neohibernicus",5218671,1017.37
"3712","Pteropus niger",5218652,465.365
"3713","Pteropus nitendiensis",5218643,275.56
"3714","Pteropus ocularis",5218693,228.76
"3715","Pteropus ornatus",5218684,336.25
"3716","Pteropus pelewensis",5706984,326.195
"3717","Pteropus personatus",5218674,130.84
"3718","Pteropus pilosus",5218669,441.09
"3719","Pteropus pohlei",5218663,352.75
"3720","Pteropus poliocephalus",5218655,674.333333333333
"3721","Pteropus pselaphon",5218646,321.49
"3722","Pteropus pumilus",5218696,194.2
"3723","Pteropus rayneri",5218688,661.28
"3724","Pteropus rennelli",5707082,661.28
"3725","Pteropus rodricensis",5218645,270.528333333333
"3726","Pteropus rufus",7697909,776.345
"3727","Pteropus samoensis",5218659,309.99
"3728","Pteropus scapulatus",5218649,341.333333333333
"3729","Pteropus seychellensis",5218700,492.2
"3730","Pteropus speciosus",5218691,234.85
"3731","Pteropus subniger",5218682,127.15
"3732","Pteropus tokudae",5218650,153.7
"3733","Pteropus tonganus",5218673,510.045
"3734","Pteropus tuberculatus",5218653,226.64
"3735","Pteropus ualanus",5707023,458.58
"3736","Pteropus vampyrus",5218644,984.4925
"3737","Pteropus vetulus",5218685,151.54
"3738","Pteropus voeltzkowi",5218675,542.4
"3739","Pteropus woodfordi",5218664,122.67
"3740","Pteropus yapensis",5707035,374.08
"3741","Ptilocercus lowii",2436257,50
"3742","Pudu mephistophiles",2440912,9674.98
"3743","Pudu puda",2440911,9642.62
"3744","Pudu pudu",4835528,8200
"3745","Puma concolor",2435099,49400
"3746","Puma yagouaroundi",2435146,7466.66666666667
"3747","Punomys lemminus",2438863,84.8
"3748","Pusa caspica",9816634,86658.33
"3749","Pusa hispida",5219369,74223.3333333333
"3750","Pusa sibirica",5219368,89749.995
"3751","Pygathrix cinerea",4267165,9875
"3752","Pygathrix nemaeus",2436529,9797.5
"3753","Pygathrix nigripes",4267166,10104.16
"3754","Pygeretmus pumilio",2439433,52.285
"3755","Pygoderma bilabiatum",2433255,18
"3756","Rangifer tarandus",5220114,99751.8696666667
"3757","Raphicerus campestris",2441141,10944.4433333333
"3758","Raphicerus melanotis",2441142,10503.14
"3759","Raphicerus sharpei",2441140,9298.45
"3760","Rattus andamanensis",4264920,197.97
"3761","Rattus annandalei",2439227,197.49
"3762","Rattus arfakiensis",4264916,73.67
"3763","Rattus argentiventer",2439275,200
"3764","Rattus arrogans",4264912,56.385
"3765","Rattus baluensis",2439265,107.5
"3766","Rattus blangorum",4264908,142.68
"3767","Rattus colletti",2439239,158.845
"3768","Rattus elaphinus",2439230,131.35
"3769","Rattus everetti",2439268,253.53
"3770","Rattus exulans",2439244,66.1575
"3771","Rattus feliceus",2439251,200.89
"3772","Rattus fuscipes",2439233,112.096666666667
"3773","Rattus giluwensis",2439224,101.11
"3774","Rattus jobiensis",2439246,200.89
"3775","Rattus korinchi",2439228,107.5
"3776","Rattus leucopus",2439266,162.445
"3777","Rattus losea",2439258,104.63
"3778","Rattus lugens",2439250,200
"3779","Rattus lutreolus",2439240,110.833333333333
"3780","Rattus mindorensis",2439269,197.97
"3781","Rattus mordax",2439243,200.89
"3782","Rattus morotaiensis",2439225,148.25
"3783","Rattus niobe",4264915,45.07
"3784","Rattus nitidus",2439234,100.02
"3785","Rattus norvegicus",2439261,296.3
"3786","Rattus novaeguineae",2439264,133
"3787","Rattus omichlodes",4264917,70.02
"3788","Rattus pococki",4264909,54.77
"3789","Rattus praetor",2439229,194.43
"3790","Rattus rattus",2439270,199
"3791","Rattus richardsoni",4264914,64.29
"3792","Rattus sanila",2439267,200.89
"3793","Rattus satarae",4264919,200
"3794","Rattus simalurensis",2439241,142.68
"3795","Rattus sordidus",2439232,172.25
"3796","Rattus steini",2439279,153.085
"3797","Rattus tanezumi",2439262,171.34
"3798","Rattus tawitawiensis",2439253,197.97
"3799","Rattus tiomanicus",2439235,142.68
"3800","Rattus tunneyi",2439226,141.395
"3801","Rattus vandeuseni",4264913,67.24
"3802","Rattus verecundus",4264910,97.02
"3803","Rattus villosissimus",2439256,220.65
"3804","Ratufa affinis",2437564,1155.82
"3805","Ratufa bicolor",2437566,2000
"3806","Ratufa indica",2437565,1060
"3807","Ratufa macroura",2437563,801.85
"3808","Redunca arundinum",2441037,58000
"3809","Redunca fulvorufula",2441036,29650
"3810","Redunca redunca",2441038,40822.2375
"3811","Reithrodon auritus",2438374,77.075
"3812","Reithrodon typicus",4265080,75.45
"3813","Reithrodontomys brevirostris",2437868,12.95
"3814","Reithrodontomys burti",2437858,20
"3815","Reithrodontomys chrysopsis",2437869,19
"3816","Reithrodontomys creper",2437859,23.15
"3817","Reithrodontomys darienensis",2437870,12.99
"3818","Reithrodontomys fulvescens",2437864,10.25
"3819","Reithrodontomys gracilis",2437855,13.045
"3820","Reithrodontomys hirsutus",2437860,20
"3821","Reithrodontomys humulis",2437865,9.275
"3822","Reithrodontomys megalotis",2437874,10.44
"3823","Reithrodontomys mexicanus",2437871,15.855
"3824","Reithrodontomys microdon",2437856,14.75
"3825","Reithrodontomys montanus",2437866,9.95
"3826","Reithrodontomys paradoxus",2437861,11.72
"3827","Reithrodontomys raviventris",2437867,11
"3828","Reithrodontomys rodriguezi",2437857,15
"3829","Reithrodontomys spectabilis",2437862,19.345
"3830","Reithrodontomys sumichrasti",2437872,14.75
"3831","Reithrodontomys tenuirostris",2437863,21.25
"3832","Reithrodontomys zacatecae",2437873,10.72
"3833","Rhabdomys dilectus",4264832,45.865
"3834","Rhabdomys pumilio",2438736,45.655
"3835","Rhagomys rufescens",2439151,21.2
"3836","Rheithrosciurus macrotis",2437225,1353.27
"3837","Rheomys mexicanus",2439349,40
"3838","Rheomys raptor",2439348,29.5
"3839","Rheomys thomasi",2439346,33.5
"3840","Rhinoceros sondaicus",5220112,1750000
"3841","Rhinoceros unicornis",5220113,1601166.6665
"3842","Rhinolophus acuminatus",2432626,12.1
"3843","Rhinolophus adami",2432661,17.41
"3844","Rhinolophus affinis",2432641,13.7
"3845","Rhinolophus alcyone",2432630,18.62
"3846","Rhinolophus arcuatus",2432676,8.98
"3847","Rhinolophus beddomei",7261961,31.925
"3848","Rhinolophus blasii",2432666,11.145
"3849","Rhinolophus bocharicus",4266846,15.05
"3850","Rhinolophus borneensis",2432654,9.5
"3851","Rhinolophus canuti",2432644,17.43
"3852","Rhinolophus capensis",2432633,14.75
"3853","Rhinolophus celebensis",2432613,9.8
"3854","Rhinolophus clivosus",2432669,16
"3855","Rhinolophus coelophyllus",2432647,7.07
"3856","Rhinolophus cognatus",2432637,9.4
"3857","Rhinolophus cornutus",2432627,7.27
"3858","Rhinolophus creaghi",2432617,16.92
"3859","Rhinolophus darlingi",2432673,8.94
"3860","Rhinolophus deckenii",2432662,20.09
"3861","Rhinolophus denti",2432651,6.15
"3862","Rhinolophus eloquens",2432631,16.12
"3863","Rhinolophus euryale",2432621,8.3625
"3864","Rhinolophus euryotis",2432677,14.3
"3865","Rhinolophus ferrumequinum",2432655,20.625
"3866","Rhinolophus formosae",4266770,34.07
"3867","Rhinolophus fumigatus",2432645,13.045
"3868","Rhinolophus guineensis",2432634,12.195
"3869","Rhinolophus hildebrandtii",4266709,25.99
"3870","Rhinolophus hilli",4266704,24.72
"3871","Rhinolophus hipposideros",2432614,4.7925
"3872","Rhinolophus imaizumii",2432670,10.82
"3873","Rhinolophus inops",2432648,13.65
"3874","Rhinolophus keyensis",2432638,6.26
"3875","Rhinolophus landeri",2432628,9.39
"3876","Rhinolophus lepidus",2432618,5.46
"3877","Rhinolophus luctus",2432674,34.07
"3878","Rhinolophus maclaudi",2432663,35.84
"3879","Rhinolophus macrotis",2432652,6.18
"3880","Rhinolophus madurensis",4266773,9.8
"3881","Rhinolophus malayanus",2432642,6.73
"3882","Rhinolophus marshalli",2432632,5.02
"3883","Rhinolophus megaphyllus",2432622,9.82509264
"3884","Rhinolophus mehelyi",2432667,14.03
"3885","Rhinolophus mitratus",2432656,27.55
"3886","Rhinolophus monoceros",2432646,7.38
"3887","Rhinolophus montanus",4266843,10.91
"3888","Rhinolophus nereis",2432635,13.65
"3889","Rhinolophus osgoodi",2432615,12.39
"3890","Rhinolophus paradoxolophus",2432671,8.17
"3891","Rhinolophus pearsonii",2432658,11.55
"3892","Rhinolophus philippinensis",2432649,10.91
"3893","Rhinolophus pusillus",2432639,5
"3894","Rhinolophus rex",2432619,32.62
"3895","Rhinolophus robinsoni",2432675,8.54
"3896","Rhinolophus rouxi",2432664,12
"3897","Rhinolophus rouxii",2432664,12.25
"3898","Rhinolophus ruwenzorii",4266796,30.69
"3899","Rhinolophus sedulus",2432643,8.74
"3900","Rhinolophus shameli",2432623,8.34
"3901","Rhinolophus shortridgei",4266768,5.46
"3902","Rhinolophus siamensis",4266763,7.36
"3903","Rhinolophus silvestris",2432612,21.23
"3904","Rhinolophus simulator",2432657,8.13
"3905","Rhinolophus sinicus",7261959,10.255
"3906","Rhinolophus stheno",2432636,7.92
"3907","Rhinolophus subbadius",2432625,5.86
"3908","Rhinolophus subrufus",2432616,24.25
"3909","Rhinolophus swinnyi",2432672,6.3
"3910","Rhinolophus thomasi",2432660,8.26
"3911","Rhinolophus trifoliatus",2432650,15.16
"3912","Rhinolophus virgo",2432640,6.06
"3913","Rhinolophus yunanensis",2432629,19.33
"3914","Rhinonicteris aurantia",2432738,8.53333333333333
"3915","Rhinophylla alethina",5218758,6.91
"3916","Rhinophylla fischerae",5218757,9.525
"3917","Rhinophylla pumilio",5218759,9.54
"3918","Rhinopithecus avunculus",4267009,9043.095
"3919","Rhinopithecus bieti",4267007,14750
"3920","Rhinopithecus brelichi",4267005,14500
"3921","Rhinopithecus roxellana",7262005,14750
"3922","Rhinopoma hardwickei",5707278,14
"3923","Rhinopoma hardwickii",5707278,12
"3924","Rhinopoma microphyllum",5218749,28.01
"3925","Rhinopoma muscatellum",5218748,9.13
"3926","Rhinosciurus laticaudatus",5219658,225.65
"3927","Rhipidomys austrinus",5219814,89
"3928","Rhipidomys caucensis",5219817,57.5
"3929","Rhipidomys couesi",5219823,89
"3930","Rhipidomys emiliae",5706771,87.5
"3931","Rhipidomys fulviventer",5219818,57.5
"3932","Rhipidomys latimanus",5219824,57.5
"3933","Rhipidomys macconnelli",5219819,41.59
"3934","Rhipidomys macrurus",5706772,87.5
"3935","Rhipidomys mastacalis",5219825,87.5
"3936","Rhipidomys modicus",5706774,89
"3937","Rhipidomys nitela",5219820,89.495
"3938","Rhipidomys ochrogaster",5219826,89
"3939","Rhipidomys venezuelae",5219821,89.99
"3940","Rhipidomys venustus",5219827,57.5
"3941","Rhipidomys wetzeli",5219822,57.5
"3942","Rhizomys pruinosus",2438059,2450
"3943","Rhizomys sumatrensis",2438058,2750
"3944","Rhogeessa aeneus",4266462,4.475
"3945","Rhogeessa alleni",2432274,5.37
"3946","Rhogeessa genowaysi",2432272,3.88
"3947","Rhogeessa gracilis",2432276,5.14
"3948","Rhogeessa io",4266463,4.475
"3949","Rhogeessa minutilla",2432271,4.06
"3950","Rhogeessa mira",2432275,2.68
"3951","Rhogeessa parvula",2432273,4.37
"3952","Rhogeessa tumida",2432270,4.475
"3953","Rhombomys opimus",2437935,249.5
"3954","Rhynchocyon chrysopygus",5220103,538.8
"3955","Rhynchocyon cirnei",5220104,424.92
"3956","Rhynchocyon petersi",5220100,423.99
"3957","Rhynchogale melleri",2434240,2240.33
"3958","Rhyncholestes raphanurus",2433370,21.22
"3959","Rhynchomys isarogensis",5219783,122.29
"3960","Rhynchomys soricoides",5219782,234.55
"3961","Rhynchonycteris naso",2433095,4.14
"3962","Romerolagus diazi",2436686,480.04
"3963","Rousettus aegyptiacus",2432953,142.887336633333
"3964","Rousettus amplexicaudatus",2432948,84.4783333333333
"3965","Rousettus bidens",4265740,123.22
"3966","Rousettus celebensis",2432951,63.07
"3967","Rousettus lanosus",2432947,103
"3968","Rousettus leschenaulti",7261759,97
"3969","Rousettus leschenaultii",7261759,102.4075
"3970","Rousettus madagascariensis",2432950,65.72
"3971","Rousettus obliviosus",2432954,45.32
"3972","Rousettus spinalatus",2432949,92.32
"3973","Rucervus duvaucelii",7261380,171223.86
"3974","Rucervus eldii",7261381,108985.805
"3975","Rucervus schomburgki",4262346,107626.42
"3976","Rupicapra pyrenaica",5220171,27816.276885
"3977","Rupicapra rupicapra",5220170,37627.725
"3978","Rusa alfredi",4262394,63000
"3979","Rusa marianna",7261388,49457.61
"3980","Rusa timorensis",4262397,63000
"3981","Rusa unicolor",7261386,181261.45
"3982","Ruwenzorisorex suncoides",2435915,18.2
"3983","Saccolaimus flaviventris",2433083,45.25
"3984","Saccolaimus mixtus",2433082,38.29
"3985","Saccolaimus peli",2433085,53.35
"3986","Saccolaimus saccolaimus",2433084,43
"3987","Saccopteryx bilineata",5218731,7.86666666666667
"3988","Saccopteryx canescens",5218729,3.41
"3989","Saccopteryx gymnura",5218732,6.11
"3990","Saccopteryx leptura",5218730,4.6
"3991","Saccostomus campestris",2438948,57.105
"3992","Saccostomus mearnsi",2438949,64.91
"3993","Saguinus bicolor",2436470,465
"3994","Saguinus fuscicollis",2436474,375.6314191
"3995","Saguinus geoffroyi",2436466,392.69
"3996","Saguinus graellsi",4266887,450
"3997","Saguinus imperator",2436471,482.15
"3998","Saguinus inustus",2436475,803
"3999","Saguinus labiatus",9178968,501.33
"4000","Saguinus leucopus",2436476,490
"4001","Saguinus martinsi",7261987,465
"4002","Saguinus melanoleucus",4266882,393.99
"4003","Saguinus midas",2436468,525.3982787
"4004","Saguinus mystax",2436472,543.5
"4005","Saguinus niger",4266893,547.18
"4006","Saguinus nigricollis",2436477,450
"4007","Saguinus oedipus",2436469,427.0978178
"4008","Saguinus pileatus",4266880,543.5
"4009","Saguinus tripartitus",2436473,389.52
"4010","Saiga borealis",7261406,37992.005
"4011","Saiga tatarica",2441067,33496.0025
"4012","Saimiri boliviensis",2436663,799.725
"4013","Saimiri oerstedii",2436664,723.545
"4014","Saimiri sciureus",2436661,870.566666666667
"4015","Saimiri ustus",8885431,886.47
"4016","Saimiri vanzolinii",2436660,799.45
"4017","Salanoia concolor",2433527,711.49
"4018","Sapajus apella",7477334,2642.5
"4019","Sarcophilus harrisii",2435451,6516.66666666667
"4020","Sarcophilus laniarius",2435454,6020.048637
"4021","Sauromys petrophilus",7261924,14.25
"4022","Scalopus aquaticus",2436230,61.3
"4023","Scapanulus oweni",2436186,22.41
"4024","Scapanus latimanus",2436194,61
"4025","Scapanus orarius",2436188,61.665
"4026","Scapanus townsendii",2436191,124.45
"4027","Scapteromys aquaticus",4265010,146
"4028","Scapteromys tumidus",2439325,146
"4029","Sciurillus pusillus",9195979,36.955
"4030","Sciurus aberti",5219667,619.333333333333
"4031","Sciurus aestuans",5219659,177.34
"4032","Sciurus alleni",5219679,463.07
"4033","Sciurus arizonensis",5219674,600
"4034","Sciurus aureogaster",5219663,561.25
"4035","Sciurus carolinensis",5219681,516.11
"4036","Sciurus colliaei",5219660,498
"4037","Sciurus deppei",5219680,227.25
"4038","Sciurus gilvigularis",5219661,490.17
"4039","Sciurus granatensis",5219666,374.5
"4040","Sciurus griseus",5219672,751.67
"4041","Sciurus ignitus",5219662,190
"4042","Sciurus igniventris",5219682,700
"4043","Sciurus lis",5219673,324.75
"4044","Sciurus nayaritensis",5219669,702
"4045","Sciurus niger",5219683,801.85
"4046","Sciurus oculatus",5219664,649.98
"4047","Sciurus pucheranii",5219688,803
"4048","Sciurus pyrrhinus",5219675,482
"4049","Sciurus richmondi",5219665,244.505
"4050","Sciurus sanborni",5219689,136
"4051","Sciurus spadiceus",5219676,403.32
"4052","Sciurus stramineus",5219690,433.3
"4053","Sciurus variegatoides",5219677,581.5
"4054","Sciurus vulgaris",8211070,427.225
"4055","Sciurus yucatanensis",5219678,316.5
"4056","Scleronycteris ega",2433153,49.54
"4057","Scolomys melanops",2439222,26.5
"4058","Scolomys ucayalensis",2439221,26.5
"4059","Scoteanax rueppellii",4266042,26.41
"4060","Scotinomys teguina",2439158,11.8333333333333
"4061","Scotinomys xerampelinus",2439157,14.7566666666667
"4062","Scotoecus albigula",4266072,9.265
"4063","Scotoecus albofuscus",2432336,4.5
"4064","Scotoecus hindei",7261828,9.43
"4065","Scotoecus hirundo",2432335,8.45
"4066","Scotoecus pallidus",2432334,7.2
"4067","Scotomanes ornatus",2432278,22.24
"4068","Scotonycteris ophiodon",2432779,69.42
"4069","Scotonycteris zenkeri",2432778,21.3
"4070","Scotophilus borbonicus",5218530,19.415
"4071","Scotophilus collinus",5707087,20.31
"4072","Scotophilus dinganii",5218529,25.12
"4073","Scotophilus heathi",5707090,35
"4074","Scotophilus heathii",5707090,36.13
"4075","Scotophilus kuhlii",5218528,21.655
"4076","Scotophilus leucogaster",5218536,25.12
"4077","Scotophilus nigrita",5218532,25.12
"4078","Scotophilus nucella",5707094,25.12
"4079","Scotophilus nux",5218537,26.23
"4080","Scotophilus robustus",5218535,60.1
"4081","Scotophilus viridis",5218531,19.415
"4082","Scotorepens balstoni",4266469,11.7
"4083","Scotorepens greyii",4266468,10
"4084","Scotorepens orion",4266472,11.765
"4085","Scotorepens sanborni",4266470,9.915
"4086","Scotozous dormeri",4266480,6.79
"4087","Scutisorex somereni",2435789,91.49
"4088","Sekeetamys calurus",2438045,59.875
"4089","Selevinia betpakdalaensis",2439656,17.12
"4090","Semnopithecus ajax",4267222,12679.29
"4091","Semnopithecus dussumieri",4267225,12679.29
"4092","Semnopithecus entellus",2436564,13097.895
"4093","Semnopithecus hector",4267221,12679.29
"4094","Semnopithecus hypoleucos",4267224,12236.395
"4095","Semnopithecus priam",4267223,12679.29
"4096","Semnopithecus schistaceus",4267220,12679.29
"4097","Semnopithecus vetulus",7460229,7081.8
"4098","Setifer setosus",5218437,318.903333333333
"4099","Setonix brachyurus",2440110,2860.38333333333
"4100","Sicista betulina",2439449,9.46
"4101","Sicista napaea",2439447,10
"4102","Sicista severtzovi",2439442,11.75
"4103","Sicista strandi",2439448,8.92
"4104","Sicista subtilis",2439439,11.75
"4105","Sigmodon alleni",2438158,157.6
"4106","Sigmodon alstoni",2438155,55.7
"4107","Sigmodon arizonae",2438148,172.3
"4108","Sigmodon fulviventer",2438153,181.17
"4109","Sigmodon hirsutus",4265122,159.6
"4110","Sigmodon hispidus",2438147,165.666666666667
"4111","Sigmodon inopinatus",2438152,168.22
"4112","Sigmodon leucotis",2438157,130.19
"4113","Sigmodon mascotensis",2438151,156
"4114","Sigmodon ochrognathus",2438156,130.475
"4115","Sigmodon peruanus",2438154,172.3
"4116","Sigmodon planifrons",4265124,159.6
"4117","Sigmodon toltecus",4265125,159.6
"4118","Simias concolor",4267130,7723
"4119","Sminthopsis aitkeni",2435398,21.25
"4120","Sminthopsis archeri",2435405,16
"4121","Sminthopsis boullangerensis",2435391,17.5
"4122","Sminthopsis butleri",2435392,25
"4123","Sminthopsis crassicaudata",2435393,15.8191570133333
"4124","Sminthopsis dolichura",2435399,13.39469043
"4125","Sminthopsis douglasi",2435406,55
"4126","Sminthopsis fuliginosus",2435400,16.35
"4127","Sminthopsis gilberti",2435407,19.5
"4128","Sminthopsis granulipes",2435394,25
"4129","Sminthopsis griseoventer",2435401,17.5
"4130","Sminthopsis hirtipes",2435408,15
"4131","Sminthopsis laniger",2435420,22.69864852
"4132","Sminthopsis leucopus",2435409,21.181015015
"4133","Sminthopsis longicaudata",2435395,18
"4134","Sminthopsis macroura",2435402,20.73807097
"4135","Sminthopsis murina",2435410,16.71823775
"4136","Sminthopsis ooldea",2435396,11.29759264
"4137","Sminthopsis psammophila",2435403,33.5
"4138","Sminthopsis virginiae",2435387,34.00082529
"4139","Sminthopsis youngsoni",2435397,10
"4140","Solenodon cubanus",5219469,912.31
"4141","Solenodon paradoxus",5219470,900
"4142","Solomys ponceleti",2438243,1000
"4143","Solomys salamonis",2438241,546.01
"4144","Solomys salebrosus",2438239,397
"4145","Solomys sapientis",2438242,546.01
"4146","Sorex alaskanus",2435995,13.07
"4147","Sorex alpinus",2435986,7.85
"4148","Sorex antinorii",2435998,8.195
"4149","Sorex araneus",8316400,8.61833333333333
"4150","Sorex arcticus",2436104,8.195
"4151","Sorex arizonae",2435958,2.7
"4152","Sorex asper",2436076,8.94
"4153","Sorex bairdi",2436063,8.335
"4154","Sorex bedfordiae",2436050,10.4
"4155","Sorex bendirii",2436038,15.82
"4156","Sorex caecutiens",2435994,4.725
"4157","Sorex camtschatica",2435960,5.1
"4158","Sorex cansulus",2436113,6.3
"4159","Sorex cinereus",2435964,4.43333333333333
"4160","Sorex coronatus",2436090,8.75
"4161","Sorex daphaenodon",2436000,8.1
"4162","Sorex dispar",2436067,4.945
"4163","Sorex emarginatus",2435974,7
"4164","Sorex excelsus",2435950,8.2
"4165","Sorex fumeus",2435947,8.015
"4166","Sorex gaspensis",2435999,4.9
"4167","Sorex gracillimus",2436097,4.26
"4168","Sorex granarius",2436071,6.3
"4169","Sorex haydeni",2436034,5
"4170","Sorex hosonoi",2436046,7.09
"4171","Sorex hoyi",2436053,3.87
"4172","Sorex isodon",2436016,11.665
"4173","Sorex jacksoni",2436070,5.2
"4174","Sorex leucogaster",2435952,4.36
"4175","Sorex longirostris",2435976,3.485
"4176","Sorex lyelli",2436062,4.395
"4177","Sorex macrodon",2436077,8.61
"4178","Sorex maritimensis",2436037,8.195
"4179","Sorex merriami",2435989,4.995
"4180","Sorex milleri",2436051,4.07
"4181","Sorex minutissimus",2435959,2.48
"4182","Sorex minutus",7571319,4
"4183","Sorex mirabilis",2435961,15
"4184","Sorex monticolus",2436019,10.195
"4185","Sorex nanus",2436108,2.57
"4186","Sorex neomexicanus",2436073,5.99
"4187","Sorex oreopolus",2436107,7
"4188","Sorex orizabae",2436005,5.785
"4189","Sorex ornatus",2436078,7.635
"4190","Sorex pacificus",2435990,5.99
"4191","Sorex palustris",2436006,13.585
"4192","Sorex planiceps",2436091,4.2
"4193","Sorex portenkoi",2436061,5.2
"4194","Sorex preblei",2435996,3.14
"4195","Sorex roboratus",2436004,8.2
"4196","Sorex samniticus",2436103,8.2
"4197","Sorex satunini",2436072,8.195
"4198","Sorex saussurei",2436047,4.65
"4199","Sorex sclateri",2435988,7
"4200","Sorex shinto",2435953,6.3
"4201","Sorex sinalis",2436109,8.2
"4202","Sorex sonomae",2436110,6.35
"4203","Sorex stizodon",2436087,7
"4204","Sorex tenellus",2435993,3.8
"4205","Sorex thibetanus",2436052,4.2
"4206","Sorex trowbridgii",2435936,4.73
"4207","Sorex tundrensis",2435975,8.19
"4208","Sorex ugyunak",2436089,5.1
"4209","Sorex unguiculatus",2435997,14.11
"4210","Sorex vagrans",2436042,5.50333333333333
"4211","Sorex ventralis",2435962,7
"4212","Sorex veraecrucis",2435982,4.65
"4213","Sorex veraepacis",2435942,7.5
"4214","Sorex volnuchini",2436092,4.2
"4215","Soriculus nigrescens",2435785,14.58
"4216","Sotalia fluviatilis",2440537,46666.685
"4217","Sousa chinensis",2440495,279999.99
"4218","Sousa teuszii",2440505,100000
"4219","Spalacopus cyanus",2439602,117.85
"4220","Spalax arenarius",2438884,470
"4221","Spalax carmeli",4264691,162.175
