"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"997","Procyon lotor",1537,3464,"Procyon_lotor","Raccoon","Southern Superior Uplands and Western Superior Uplands, Minnesota","United States","North America",46.11639,"-93.14583","Mammalia","Carnivora","Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1986,1995,10,10,"Mammals",0.0131618443008036,0.741730429558859,0,0.128770928990903,0.348624873634955,-22.5665131865799,1990.5,NA,NA,NA,0.10159101696112,0.0850775117618917,0.132516756582823,0.107349468660657,0.0131618443008036,-22.5665131865799,NA,"stable","constant","stable_constant",0.013161844300804,0.766496326199417,-22.5665131865807,1986,1995,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Increasing","5218786"
"998","Pseudomys oralis",12660,108092,"Pseudomys_oralis","Hastings River Mouse","Scenic Rim, Queensland (SiteID=146422)","Australia","Oceania",-28.1389383,"152.7925025","Mammalia","Rodentia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1998,2015,18,18,"Mammals",-0.0169952558889614,0.0619273257301548,0,0.277167595858966,0.185441334706395,34.22675766063,2006.5,NA,NA,NA,1.61275868553853,0.0286570738480742,1.73571913420603,0.164255006130755,-0.0169952558889614,34.22675766063,NA,"stable","constant","stable_constant",-0.0169952558889614,0.0627275355759589,34.2267576606302,1998,2015,0,"no trend","no","No trend
linear","Oceania","linear","Vulnerable","Decreasing","5219798"
"999","Pseudomys oralis",12661,108093,"Pseudomys_oralis","Hastings River Mouse","Scenic Rim, Queensland (SiteID=146423)","Australia","Oceania",-28.1389383,"152.7925025","Mammalia","Rodentia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2005,2016,12,11,"Mammals",-0.0328057063825411,0.0916107161286847,0,0.67470884420434,0.204501915845622,66.5688658078981,2010.5,NA,NA,NA,0.362473404392941,0.0304152971523854,0.377222566863034,0.157012967249371,-0.0328057063825411,66.5688658078981,NA,"stable","constant","stable_constant",-0.0328057063825401,0.0754419008929725,66.5688658078961,2005,2016,0,"no trend","no","No trend
linear","Oceania","linear","Vulnerable","Decreasing","5219798"
"1000","Pseudorca crassidens",8925,23347,"Pseudorca_crassidens","False killer whale","Hawaiian Islands","United States","North America",20.68054,"-157.798454","Mammalia","Cetacea","Marine","NULL","NULL","NULL","NULL","Tropical and subtropical Indo-Pacific","Unknown",2000,2015,16,16,"Mammals",-0.00394485045146639,0.384290083663488,0,0.673212832071719,0.0807867448426391,12.6881671478828,2007.5,NA,NA,NA,0.0163641394885411,0.00530277974059411,0.0158764761713852,-0.0716700872807403,-0.00394485045146639,12.6881671478828,NA,"stable","constant","stable_constant",-0.00394485045146639,0.369252232214789,12.6881671478828,2000,2015,0,"no trend","no","No trend
linear","Tropical and subtropical Indo-Pacific","linear","Near Threatened","Unknown","2440440"
"1001","Pteronura brasiliensis",7156,18253,"Pteronura_brasiliensis","Giant otter","Manu National Park","Peru","Latin America and Caribbean",-12.041944,"-71.787222","Mammalia","Carnivora","Freshwater","NULL","NULL","Neotropical","Montane freshwaters","NULL","NULL",1991,2006,16,14,"Mammals",0.0536184018344169,7.06982551368868e-06,0,0.981551215252017,0.124106166820793,-103.006275562221,1998.5,NA,NA,NA,0.0711888894506775,0.012101839076604,0.018254096831605,0.824190071588304,0.0536184018344169,-103.006275562221,NA,"increase","constant","increase_constant",0.0536184018344173,2.61874616323253e-06,-103.006275562222,1991,2006,0,"positive","good","Increase
linear","Neotropical","linear","Endangered","Decreasing","2433681"
"1002","Pteropus conspicillatus",7732,19749,"Pteropus_conspicillatus","Spectacled flying fox","Wet Tropics of Queensland, Australia","Australia","Oceania",-17.077231,"145.790585","Mammalia","Chiroptera","Terrestrial","Australasia","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2004,2014,11,11,"Mammals",-0.0765384717948941,0.246443455887458,0,0.254354148317685,0.641923390998387,165.268050523389,2009,NA,NA,NA,0.0587230183597282,0.299684101753359,0.0552536322831181,0.0968014128849163,-0.0765384717948941,165.268050523389,NA,"stable","constant","stable_constant",-0.0765384717948886,0.254674502344063,165.268050523378,2004,2014,0,"no trend","no","No trend
linear","Australasia","linear","Endangered","Decreasing","5218680"
"1003","Pteropus poliocephalus",2519,4890,"Pteropus_poliocephalus","Gray-headed flying fox","Royal Botanic Gardens, Victoria Melbourne, Australia","Australia","Oceania",-37.82806,"144.97778","Mammalia","Chiroptera","Terrestrial","Australasia","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1981,2003,23,12,"Mammals",0.156861645198431,9.7507817938616e-05,0,0.05739433431914,0.563432668799254,-305.525173075124,1992,NA,NA,NA,0.171351403777813,0.238092279202688,0.0764644464044905,0.808724316058071,0.156861645198431,-305.525173075124,NA,"increase","constant","increase_constant",0.156861645198428,0.000214389524984499,-305.525173075119,1981,2003,0,"positive","good","Increase
linear","Australasia","linear","Vulnerable","Decreasing","5218655"
"1004","Puma concolor",4843,11298,"Puma_concolor","Mountain lion / Puma / Cougar","South Florida","United States","North America",26.2,"-80.9","Mammalia","Carnivora","Terrestrial","Neotropical","Flooded grasslands and savannas","NULL","NULL","NULL","NULL",1985,2007,23,21,"Mammals",-15.998008641006,2.27225522749227e-10,0.00402643798063635,0.00063841721317569,0.178314894089019,15894.2338392675,1996,1986.62052140657,1996.80065566465,1976.76318018347,0.147621219070507,0.0272538869605527,0.046022685978089,0.896868619966651,0.0755317776942999,-147.159498595425,-1.44869314048066e-05,"increase","accelerated","increase_accelerated",0.0732309559910837,1.70522278118527e-08,-142.386717879447,1985,2007,0.00797735721241998,"positive","good","Increase
non linear","Neotropical","non linear","Least Concern","Decreasing","2435099"
"1005","Pusa hispida",9408,27919,"Pusa_hispida","Ringed seal","Bothnian Bay","Sweden","Europe",62.024496,"19.604764","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1988,2005,18,15,"Mammals",0.0383389889532897,9.22944397963868e-05,0,0.110122364725079,0.142328708022338,-68.5004804794692,1996.5,NA,NA,NA,0.0326930936132232,0.0162059689018464,0.0251361921263965,0.708249890394016,0.0383389889532897,-68.5004804794692,NA,"increase","constant","increase_constant",0.0383389889532899,0.000131334212837985,-68.5004804794697,1988,2005,0,"positive","good","Increase
linear","Atlantic north temperate","linear","Least Concern","Unknown","5219369"
"1006","Pusa hispida",9389,27872,"Pusa_hispida","Ringed seal","Bothnian Bay","Finland","Europe",64.30852,"22.068071","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",2003,2016,14,10,"Mammals",0.0566037820583758,0.00348988656414141,0,0.312803068632275,0.159539292587881,-105.117438271933,2009.5,NA,NA,NA,0.0321773778067568,0.017816950115609,0.0282522693786649,0.664499737804807,0.0566037820583758,-105.117438271933,NA,"increase","constant","increase_constant",0.0566037820583755,0.00272706477277959,-105.117438271932,2003,2016,0,"positive","good","Increase
linear","Atlantic north temperate","linear","Least Concern","Unknown","5219369"
"1007","Rangifer tarandus",8678,22388,"Rangifer_tarandus","Reindeer / Caribou","Gaspesie, Quebec","Canada","North America",48.944718,"-66.254263","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1983,2008,26,26,"Mammals",-13.2797282690645,0.0877511065343033,0.00332484052031236,0.000802492795872087,0.220669932338333,13265.0584909852,1995.5,1997.04740542215,2003.29382308664,1990.80098775767,0.055122735385834,0.0430765399184117,0.0448868991669992,0.391045826037396,NA,NA,1.36462354918049e-06,"stable","convex","stable_convex",-0.0102897524978402,0.168603717174966,25.6632333601184,1983,2008,0.00664968104062472,"no trend","good","No trend
non linear","Nearctic","non linear","Vulnerable","Decreasing","5220114"
"1008","Rangifer tarandus",5535,13503,"Rangifer_tarandus","Reindeer / Caribou","Caribou Mountain population, Alberta","Canada","North America",58.90627,"-114.815559","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1994,2008,15,14,"Mammals",0.00931601374509968,0.698662302382231,0,0.924761887706133,0.38923522482369,-13.4085950692587,2001,NA,NA,NA,0.0689595991941526,0.119038904477074,0.0969044613811315,-0.16411541581039,0.00931601374509968,-13.4085950692587,NA,"stable","constant","stable_constant",0.0093160137450995,0.685526853226694,-13.4085950692583,1994,2008,0,"no trend","no","No trend
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1009","Rangifer tarandus",5537,13508,"Rangifer_tarandus","Reindeer / Caribou","Little Smoky population, Alberta","Canada","North America",54.592985,"-118.825568","Mammalia","Artiodactyla","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1998,2008,11,11,"Mammals",0.0215612189038995,0.519821328947169,0,0.875077713521734,0.335937903861823,-39.2681548484307,2003,NA,NA,NA,0.0789354281692591,0.0820758365462365,0.0738325569546176,-0.179318062046402,0.0215612189038995,-39.2681548484307,NA,"stable","constant","stable_constant",0.0215612189039001,0.494029402577034,-39.2681548484318,1998,2008,0,"no trend","no","No trend
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1010","Rangifer tarandus",8679,22389,"Rangifer_tarandus","Reindeer / Caribou","Island, Newfoundland and Labrador","Canada","North America",48.60645,"-56.33304","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1980,2016,37,37,"Mammals",11.571856180357,3.42534667278323e-08,-0.0028999901940127,1.1719481841113e-13,0.15116072321967,-11532.551966269,1998,1995.15436366788,1989.88137660086,2000.42735073496,0.0346696224967263,0.0209968968731347,0.00552117345311736,0.840396891862621,NA,NA,-1.66450272123465e-06,"stable","concave","stable_concave",-0.0165046349177317,0.00317240141837129,43.8898893083181,1980,2016,0.00579998038802539,"negative","bad","No trend
non linear","Nearctic","non linear","Vulnerable","Decreasing","5220114"
"1011","Rangifer tarandus",7734,19783,"Rangifer_tarandus","Reindeer / Caribou","Newfoundland, Canada","Canada","North America",48.62557,"-56.422124","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1960,2013,54,54,"Mammals",9.49833939897199,2.81801188782636e-33,-0.00238079033568764,1.09037058904485e-29,0.156458902425481,-9462.38200572648,1986.5,1994.7870370174,1983.18998673091,2006.38408730388,0.0789218612738125,0.0231194221399535,0.00767528963468468,0.964067895967454,NA,NA,2.67352807596475e-06,"stable","concave","stable_concave",0.0394593952850089,5.53450424033878e-11,-67.9277757167651,1960,2013,0.00476158067137527,"positive","bad","No trend
non linear","Nearctic","non linear","Vulnerable","Decreasing","5220114"
"1012","Rangifer tarandus",5534,13501,"Rangifer_tarandus","Reindeer / Caribou","A La Peche population, Alberta","Canada","North America",53.834937,"-119.660529","Mammalia","Artiodactyla","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1997,2008,12,11,"Mammals",-0.046123312739592,0.0338682129256745,0,0.679754076363258,0.213945940628041,96.954262051689,2002.5,NA,NA,NA,0.0565917762316439,0.0332893567354307,0.046292892696949,0.320442810968466,-0.046123312739592,96.954262051689,NA,"decrease","constant","decrease_constant",-0.0461233127395913,0.0251948331083582,96.9542620516878,1997,2008,0,"negative","bad","Decrease
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1013","Rangifer tarandus",5489,12936,"Rangifer_tarandus","Reindeer / Caribou","Pukaskwa National Park, Ontario","Canada","North America",48.248123,"-85.893055","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1972,1997,26,21,"Mammals",16.3153714978349,0.00441833326836167,-0.00411813840197654,0.000548769934691414,0.231870662140148,-16156.4991590208,1984.5,1980.91587815555,1974.56123780433,1989.32349788788,0.120942858178698,0.0460834319668378,0.0963677943937835,0.566604280047876,NA,NA,-5.99447428969566e-06,"stable","concave","stable_concave",-0.0210874409773741,0.0280908690374026,44.7386509624851,1972,1997,0.00823627680395309,"negative","bad","No trend
non linear","Nearctic","non linear","Vulnerable","Decreasing","5220114"
"1014","Rangifer tarandus",2321,4399,"Rangifer_tarandus","Reindeer / Caribou","Porcupine caribou herd, northern Yukon","Canada","North America",68,"-138","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1972,1992,21,21,"Mammals",0.0268915000769718,6.90160876113404e-09,0,0.706157266084862,0.0733843464663742,-41.5540525428816,1982,NA,NA,NA,0.0154030926919828,0.004615939119683,0.00432870752064086,0.835452112105121,0.0268915000769718,-41.5540525428816,NA,"increase","constant","increase_constant",0.0268915000769719,2.76680334496709e-09,-41.5540525428818,1972,1992,0,"positive","good","Increase
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1015","Rangifer tarandus",5539,13511,"Rangifer_tarandus","Reindeer / Caribou","West Side Athabasca River population, Alberta","Canada","North America",56.86871,"-112.71717","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1995,2008,14,14,"Mammals",-0.0447925230127437,0.00377846102903865,0,0.335325151660199,0.184776211756429,94.5961251173385,2001.5,NA,NA,NA,0.0522260415715749,0.0268260523386874,0.0251129370985912,0.487869966640459,-0.0447925230127437,94.5961251173385,NA,"decrease","constant","decrease_constant",-0.0447925230127437,0.00330187769529508,94.5961251173385,1995,2008,0,"negative","bad","Decrease
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1016","Rangifer tarandus",1135,2363,"Rangifer_tarandus","Reindeer / Caribou","Adventdalen, Svalbard","Norway","Europe",78.18333,"16.33333","Mammalia","Artiodactyla","Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL",1979,1999,21,21,"Mammals",0.0128418395687361,0.0785056416383324,0,0.48777032122091,0.191025947846072,-19.0785757989923,1989,NA,NA,NA,0.0309825387110515,0.031277925214706,0.0367132598267276,0.0901514401162918,0.0128418395687361,-19.0785757989923,NA,"stable","constant","stable_constant",0.012841839568736,0.0740590979550733,-19.0785757989921,1979,1999,0,"no trend","no","No trend
linear","Palearctic","linear","Vulnerable","Decreasing","5220114"
"1017","Rangifer tarandus",5536,13506,"Rangifer_tarandus","Reindeer / Caribou","East Side Athabasca River population, Alberta","Canada","North America",56.324373,"-111.662483","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1994,2008,15,14,"Mammals",-0.0163903387234493,0.142624621130832,0,0.280956413711398,0.168285157255687,37.6331952778262,2001,NA,NA,NA,0.0371382583496682,0.0222513454055916,0.042279887134886,0.120381078817999,-0.0163903387234493,37.6331952778262,NA,"stable","constant","stable_constant",-0.0163903387234491,0.144589313369684,37.6331952778257,1994,2008,0,"no trend","no","No trend
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1018","Rangifer tarandus",5538,13509,"Rangifer_tarandus","Reindeer / Caribou","Red Earth population, Alberta","Canada","North America",57.422988,"-113.936652","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1994,2008,15,13,"Mammals",-0.00286723411664275,0.846789703293029,0,0.673459659363403,0.220607654969591,10.4868455878221,2001,NA,NA,NA,0.0428995054272883,0.0374367211009094,0.05447644391697,-0.173281017463081,-0.00286723411664275,10.4868455878221,NA,"stable","constant","stable_constant",-0.0028672341166422,0.840524571672595,10.486845587821,1994,2008,0,"no trend","no","No trend
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1019","Rangifer tarandus",8680,22390,"Rangifer_tarandus","Reindeer / Caribou","Labrador, Newfoundland and Labrador","Canada","North America",54.17529,"-62.4353","Mammalia","Artiodactyla","Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1980,2016,37,10,"Mammals",28.9356050096972,4.01234678976525e-08,-0.00726748675759383,2.58373179559408e-06,0.179076441378061,-28788.2717759351,1998,1990.75732607715,1982.40129010937,1999.45762434005,0.144283998909553,0.022447860299641,0.0509474159647926,0.989123663661036,NA,NA,-6.49077791700458e-05,"stable","concave","stable_concave",-0.105272073647703,0.000938277173962246,222.234480249849,1980,2016,0.0145349735151877,"negative","bad","No trend
non linear","Nearctic","non linear","Vulnerable","Decreasing","5220114"
"1020","Rangifer tarandus",1134,2362,"Rangifer_tarandus","Reindeer / Caribou","Reindalen, Svalbard","Norway","Europe",77.95,"15.83333","Mammalia","Artiodactyla","Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL",1979,1999,21,21,"Mammals",-0.00184284260434887,0.791163030902091,0,0.0905149898220195,0.190262342833974,9.8440636217765,1989,NA,NA,NA,0.0317572868567568,0.0310283649434335,0.0339408703596106,0.0597750919765533,-0.00184284260434887,9.8440636217765,NA,"stable","constant","stable_constant",-0.00184284260434888,0.801883871833891,9.84406362177653,1979,1999,0,"no trend","no","No trend
linear","Palearctic","linear","Vulnerable","Decreasing","5220114"
"1021","Rangifer tarandus",5516,13284,"Rangifer_tarandus","Reindeer / Caribou","Bow Valley watershed of Banff National Park, Alberta","Canada","North America",51.508146,"-116.185553","Mammalia","Artiodactyla","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1986,2008,23,16,"Mammals",-0.115110668703647,8.35813869114404e-05,0,0.980586908305843,0.523300246374963,232.168786647214,1997,NA,NA,NA,0.441966470311575,0.222497557633079,0.453865014303133,0.66345188942398,-0.115110668703647,232.168786647214,NA,"decrease","constant","decrease_constant",-0.115110668703647,4.36359760747757e-05,232.168786647213,1986,2008,0,"negative","bad","Decrease
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1022","Rangifer tarandus",2690,5494,"Rangifer_tarandus","Reindeer / Caribou","Bathurst Island Complex","Canada","North America",75.66667,"-100","Mammalia","Artiodactyla","Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL",1961,2001,41,11,"Mammals",-0.0288462953414366,0.399201279940344,0,0.993526274505331,1.28439248849669,64.0294472015088,1981,NA,NA,NA,0.179441799025432,1.19975568327761,0.155890382649587,-0.137267736949973,-0.0288462953414366,64.0294472015088,NA,"stable","constant","stable_constant",-0.028846295341436,0.369587458750098,64.0294472015077,1961,2001,0,"no trend","no","No trend
linear","Nearctic","linear","Vulnerable","Decreasing","5220114"
"1023","Rangifer tarandus",1133,2361,"Rangifer_tarandus","Reindeer / Caribou","Br?®ggerhalv?®ya, Svalbard","Norway","Europe",78.91667,"11.73333","Mammalia","Artiodactyla","Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL",1979,1999,21,21,"Mammals",59.590770468525,4.35054724830714e-07,-0.0149516323546525,3.3444684828337e-05,0.40885090006615,-59370.5374279341,1989,1992.78476941624,1986.94764306985,1998.62189576265,0.210618762550371,0.143279192987058,0.0730474272825705,0.8130908503968,NA,NA,0.000294101737378219,"stable","concave","stable_concave",0.113176961717543,0.000115636698256982,-220.618911933754,1979,1999,0.0299032647093049,"positive","bad","No trend
non linear","Palearctic","non linear","Vulnerable","Decreasing","5220114"
"1024","Raphicerus campestris",3661,7728,"Raphicerus_campestris","Steenbok / Steenbuck","Lake Nakuru National Park, Kenya","Kenya","Africa",-0.39861,"36.09083","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,1992,23,12,"Mammals",-25.526200776019,0.000282041832297993,0.00643390054692657,0.00533148178593331,0.226498265532758,25318.5230917196,1981,1983.72671366616,1990.65791937625,1978.79149855468,0.952998734823909,0.0384760982170109,0.649770734131112,0.800671348762853,NA,NA,1.73755274258063e-05,"stable","convex","stable_convex",-0.0458099766741855,0.00327215387170488,91.2437270854375,1970,1992,0.0128678010938531,"negative","good","No trend
non linear","Afrotropical","non linear","Least Concern","Stable","2441141"
"1025","Raphicerus campestris",3891,8528,"Raphicerus_campestris","Steenbok / Steenbuck","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Africa",-19,"26.5","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1973,2005,33,24,"Mammals",-0.0322517806107464,0.0816148415555847,0,0.187240458184504,0.737043393043126,66.2380303779436,1989,NA,NA,NA,0.395907258013055,0.475328842824958,0.714180118821472,0.122279587641016,-0.0322517806107464,66.2380303779436,NA,"stable","constant","stable_constant",-0.0322517806107464,0.086492875205181,66.2380303779436,1973,2005,0,"no trend","no","No trend
linear","Afrotropical","linear","Least Concern","Stable","2441141"
"1026","Rattus colletti",7258,18875,"Rattus_colletti","Australian dusky rat","Fogg Dam conservation reserve, lower reaches of the Adleaide River flood plain, 60km south-east of Darwin, Northern Territory","Australia","Oceania",-12.558585,"131.309109","Mammalia","Rodentia","Terrestrial","Australasia","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1991,2014,24,22,"Mammals",-0.170283039843468,1.82567583458029e-05,0,0.0873271425586543,1.01169644378375,344.245027990423,2002.5,NA,NA,NA,0.494573950990531,0.883957463314955,0.753636607557264,0.613869791312446,-0.170283039843468,344.245027990423,NA,"decrease","constant","decrease_constant",-0.170283039843468,2.9228243040352e-05,344.245027990422,1991,2014,0,"negative","bad","Decrease
linear","Australasia","linear","Least Concern","Unknown","2439239"
"1027","Rattus norvegicus",2822,5876,"Rattus_norvegicus","Brown rat / Norway rat","Grunewalds (Grunewald Forest) West Berlin","Germany","Europe",52.53333,"13.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1959,1973,15,15,"Mammals",-0.121228768841721,0.00660348379691198,0,0.154496011797405,0.618819692282373,241.796305966252,1966,NA,NA,NA,0.239223975059458,0.30635024924516,0.153261920750661,0.441234624802409,-0.121228768841721,241.796305966252,NA,"decrease","constant","decrease_constant",-0.121228768841716,0.00805749727469069,241.796305966241,1959,1973,0,"negative","bad","Decrease
linear","Palearctic","linear","Least Concern","Stable","2439261"
"1028","Redunca arundinum",3895,8532,"Redunca_arundinum","Southern reedbuck / Common reedbuck","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Africa",-19,"26.5","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1973,2005,33,24,"Mammals",-0.0365317188984336,0.170090687013019,0,0.156664936102389,1.07489011241696,75.9977249887531,1989,NA,NA,NA,0.349203034998377,1.01096515955027,0.652560460303002,0.0864372806971256,-0.0365317188984336,75.9977249887531,NA,"stable","constant","stable_constant",-0.0365317188984338,0.180027705375597,75.9977249887535,1973,2005,0,"no trend","no","No trend
linear","Afrotropical","linear","Least Concern","Stable","2441037"
"1029","Redunca fulvorufula",3650,7699,"Redunca_fulvorufula","Mountain reedbuck / Western mountain reedbuck","Lake Nakuru National Park, Kenya","Kenya","Africa",-0.39861,"36.09083","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,1992,23,13,"Mammals",-0.052918909991349,0.113045757209925,0,0.292910109094878,0.871217069305932,106.343495878544,1981,NA,NA,NA,0.610166025028859,0.583860909115397,0.679338318752047,0.157856225388158,-0.052918909991349,106.343495878544,NA,"stable","constant","stable_constant",-0.0529189099913489,0.113619093170365,106.343495878544,1970,1992,0,"no trend","no","No trend
linear","Afrotropical","linear","Endangered","Decreasing","2441036"
"1030","Redunca redunca",14,138,"Redunca_redunca","Bohar reedbuck / Bohor reedbuck","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Africa",7.16667,"39.71667","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL",1983,1997,15,12,"Mammals",-0.0852607388524934,0.203981141346901,0,0.306181014695227,0.84494509315096,172.154033677095,1990,NA,NA,NA,0.341262683843579,0.535449157829913,0.236535177404708,0.087365779123926,-0.0852607388524934,172.154033677095,NA,"stable","constant","stable_constant",-0.0852607388524958,0.204393346622171,172.1540336771,1983,1997,0,"no trend","no","No trend
linear","Afrotropical","linear","Least Concern","Decreasing","2441038"
"1031","Redunca redunca",2646,5254,"Redunca_redunca","Bohar reedbuck / Bohor reedbuck","Waza National Park","Cameroon","Africa",10.35,"14.33333","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1960,2001,42,11,"Mammals",-0.0750832166648351,0.022138731505532,0,0.232302909871895,1.19217866263178,153.504829250674,1980.5,NA,NA,NA,0.366264792182484,1.03366542809782,0.258003992582307,0.434422787449084,-0.0750832166648351,153.504829250674,NA,"decrease","constant","decrease_constant",-0.0750832166648349,0.0232059157047823,153.504829250674,1960,2001,0,"negative","bad","Decrease
linear","Afrotropical","linear","Least Concern","Decreasing","2441038"
"1032","Redunca redunca",3645,7694,"Redunca_redunca","Bohar reedbuck / Bohor reedbuck","Lake Nakuru National Park, Kenya","Kenya","Africa",-0.39861,"36.09083","Mammalia","Artiodactyla","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1970,1992,23,14,"Mammals",-69.7785815101255,9.70875107222317e-06,0.0175777246386486,0.000987199724619872,0.572532850450398,69252.4931169423,1981,1984.85819253026,1990.50531343213,1980.2579218516,0.418935391964003,0.257552322378102,0.136557152593945,0.854925628061233,NA,NA,0.000480496307760098,"stable","convex","stable_convex",-0.150703112918512,0.00043952681437295,302.066325703019,1970,1992,0.0351554492772972,"negative","good","No trend
non linear","Afrotropical","non linear","Least Concern","Decreasing","2441038"
"1033","Reithrodontomys megalotis",3706,7917,"Reithrodontomys_megalotis","Western harvest mouse","Portal, Arizona","United States","North America",31.83333,"-109.16667","Mammalia","Rodentia","Terrestrial","Nearctic","Tropical and subtropical coniferous forests","NULL","NULL","NULL","NULL",1978,1987,10,10,"Mammals",0.217887445404872,0.0101711178284265,0,0.440787438174005,0.567570532593932,-430.079088379325,1982.5,NA,NA,NA,0.447424474311928,0.225495416628272,0.442189166307338,0.546053490292145,0.217887445404872,-430.079088379325,NA,"increase","constant","increase_constant",0.217887445404869,0.00738279905725462,-430.079088379318,1978,1987,0,"positive","good","Increase
linear","Nearctic","linear","Least Concern","Stable","2437874"
"1034","Rhinoceros sondaicus",28,236,"Rhinoceros_sondaicus","Javan rhinoceros","Java, Indonesia (restricted to Ujung Kulon peninsula)","Indonesia","Asia",-6.73658,"105.359101","Mammalia","Perissodactyla","Terrestrial","Indo-Malayan","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1953,2005,53,11,"Mammals",0.010249854381047,0.0438537326085063,0,0.63287390480459,0.244890227331128,-16.5191879896042,1979,NA,NA,NA,0.0767280922938531,0.0436154352307575,0.0414550883477332,0.283605542701394,0.010249854381047,-16.5191879896042,NA,"increase","constant","increase_constant",0.0102498543810469,0.0340384823153219,-16.519187989604,1953,2005,0,"positive","good","Increase
linear","Indo-Malayan","linear","Critically Endangered","Stable","5220112"
