,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
6875,4,6,Reptilia,Squamata,Ptyodactylus hasselquistii,8.5,0.003148932,,Vertebrate,0.000370463,2699.328111
6876,4,6,Reptilia,Squamata,Python curtis,2373.5,0.0973135,,Vertebrate,4.1e-05,24390.2439
7293,4,6,Reptilia,Squamata,Python molurus,12370,0.578350982,,Vertebrate,4.67543234930295e-05,21388.39631
6879,4,6,Reptilia,Squamata,Python regius,787,0.038563,,Vertebrate,4.9e-05,20408.16327
7302,4,6,Reptilia,Squamata,Python reticulatus,14326,0.7163,,Vertebrate,5e-05,20000
6882,4,6,Reptilia,Squamata,Python sebae,16140,0.62946,,Vertebrate,3.9e-05,25641.02564
6883,4,6,Reptilia,Squamata,Salvadora hexalepis,65,0.017636941,,Vertebrate,0.000271338,3685.446293
6884,4,6,Reptilia,Squamata,Sauromalus hispidus,574,0.056826,,Vertebrate,9.9e-05,10101.0101
6885,4,6,Reptilia,Squamata,Sauromalus obesus,150,0.02415,,Vertebrate,0.000161,6211.180124
6886,4,6,Reptilia,Squamata,Sceloporus graciosus,5,0.001641676,,Vertebrate,0.000328335,3045.668555
6887,4,6,Reptilia,Squamata,Sceloporus occidentalis,10.105,0.004070953,,Vertebrate,0.000402865,2482.219872
6888,4,6,Reptilia,Squamata,Sceloporus olivaceus,24,0.008784,,Vertebrate,0.000366,2732.240437
6889,4,6,Reptilia,Squamata,Sceloporus undulatus,3.8,0.0008246,,Vertebrate,0.000217,4608.294931
6890,4,6,Reptilia,Squamata,Sceloporus variabilis,12.215,0.025916384,,Vertebrate,0.002121685,471.3234637
6891,4,6,Reptilia,Squamata,Scelotes gronovii,1.1,0.000505921,,Vertebrate,0.000459929,2174.250967
6892,4,6,Reptilia,Squamata,Scincella lateralis,1,0.000667,,Vertebrate,0.000667,1499.250375
6893,4,6,Reptilia,Squamata,Scincus mitranus,14.6,0.003827057,,Vertebrate,0.000262127,3814.941434
6894,4,6,Reptilia,Squamata,Sibynomorphis mikanii,11,0.007513,,Vertebrate,0.000683,1464.128843
6895,4,6,Reptilia,Squamata,Spalerosophis cliffordi,300,0.099690161,,Vertebrate,0.000332301,3009.324067
6896,4,6,Reptilia,Squamata,Sphaerodactylus beattyi,0.4,0.000228399,,Vertebrate,0.000570997,1751.324079
6897,4,6,Reptilia,Squamata,Sphaerodactylus cinereus,0.4,0.000127809,,Vertebrate,0.000319522,3129.677056
6898,4,6,Reptilia,Squamata,Sphaerodactylus macrolepis,0.5,0.000330036,,Vertebrate,0.000660072,1514.986227
6899,4,6,Reptilia,Squamata,Sphenops sepsoides,7.4,0.001483952,,Vertebrate,0.000200534,4986.685873
6900,4,6,Reptilia,Squamata,Storeria dekayi,7.2,0.002960046,,Vertebrate,0.000411118,2432.394554
6901,4,6,Reptilia,Squamata,Tarentola mauritanica,6.6,0.002099724,,Vertebrate,0.00031814,3143.270242
6902,4,6,Reptilia,Squamata,Thamnodyastes strigatus,55,0.01254,,Vertebrate,0.000228,4385.964912
6903,4,6,Reptilia,Squamata,Thamnophis butleri,19.02,0.004367623,,Vertebrate,0.000229633,4354.771706
6904,4,6,Reptilia,Squamata,Thamnophis proximus,31,0.011795875,,Vertebrate,0.000380512,2628.037333
6905,4,6,Reptilia,Squamata,Thamnophis sirtalis,200,0.018039257,,Vertebrate,9.01962840086006e-05,11086.93125
6906,4,6,Reptilia,Squamata,Tiliqua rugosa,508.6,0.128036403,,Vertebrate,0.000251743,3972.307768
859,4,6,Reptilia,Squamata,Tiliqua scincoides,493,0.07395,,Vertebrate,0.00015,6666.666667
6909,4,6,Reptilia,Squamata,Trachydosaurus rugosus,461,0.076987,,Vertebrate,0.000167,5988.023952
6910,4,6,Reptilia,Squamata,Trogonophis weigmanni,4.985,0.000716288,,Vertebrate,0.000143689,6959.494969
6911,4,6,Reptilia,Squamata,Uromastyx microlepis,289.84,0.01941928,,Vertebrate,6.7e-05,14925.37313
6912,4,6,Reptilia,Squamata,Uta mearnsi,14,0.003038,,Vertebrate,0.000217,4608.294931
6913,4,6,Reptilia,Squamata,Uta stansburiana,3.625,0.001643726,,Vertebrate,0.000453442,2205.355431
6914,4,6,Reptilia,Squamata,Varanus albigularis,963,0.260913507,,Vertebrate,0.000270938,3690.878298
6915,4,6,Reptilia,Squamata,Varanus bengalensis,3440,0.444701246,,Vertebrate,0.000129274,7735.530383
6916,4,6,Reptilia,Squamata,Varanus exanthematicus,3836,7.06501206,,Vertebrate,0.001841765,542.957318
6917,4,6,Reptilia,Squamata,Varanus giganteus,2496,0.37179702,,Vertebrate,0.000148957,6713.340513
6918,4,6,Reptilia,Squamata,Varanus gilleni,27.5,0.008101155,,Vertebrate,0.000294587,3394.577565
6919,4,6,Reptilia,Squamata,Varanus gouldi,674,0.089642,,Vertebrate,0.000133,7518.796992
6920,4,6,Reptilia,Squamata,Varanus mertensi,904,0.123175249,,Vertebrate,0.000136256,7339.136754
6921,4,6,Reptilia,Squamata,Varanus panoptes,2005,0.292680452,,Vertebrate,0.000145975,6850.4746
6922,4,6,Reptilia,Squamata,Varanus rosenbergi,1269.3,0.292775936,,Vertebrate,0.000230659,4335.397291
6923,4,6,Reptilia,Squamata,Varanus varius,4410,0.560024276,,Vertebrate,0.00012699,7874.658627
6924,4,6,Reptilia,Squamata,Vipera berus,63,0.021150423,,Vertebrate,0.000335721,2978.663847
6925,4,6,Reptilia,Squamata,Xantusia henshawi,3.5,0.001088755,,Vertebrate,0.000311073,3214.680077
6926,4,6,Reptilia,Squamata,Xantusia vigilis,1.5,0.000657103,,Vertebrate,0.000438069,2282.747756
6927,4,6,Reptilia,Squamata,Xenodon guentheri,50,0.0097,,Vertebrate,0.000194,5154.639175
6928,4,6,Reptilia,Squamata,Xenodon merremii,502,0.119978,,Vertebrate,0.000239,4184.100418
6929,4,6,Reptilia,Squamata,Xenodon neuwiedii,53,0.010918,,Vertebrate,0.000206,4854.368932
6930,4,6,Reptilia,Testudines,Chelydra serpentina,3473,0.152675724,,Vertebrate,4.39607612901932e-05,22747.55875
6931,4,6,Reptilia,Testudines,Chrysemys picta,400,0.031445583,,Vertebrate,7.86139571723208e-05,12720.38752
6932,4,6,Reptilia,Testudines,Gopherus polyphemus,5500,0.332739413,,Vertebrate,6.04980750945729e-05,16529.45153
6933,4,6,Reptilia,Testudines,Malaclemys terrapin,720,0.100996614,,Vertebrate,0.000140273,7128.951867
6934,4,6,Reptilia,Testudines,Pseudemys scripta,305,0.014819404,,Vertebrate,4.85882098470556e-05,20581.12458
6935,4,6,Reptilia,Testudines,Terrapene ornata,354,0.003276234,,Vertebrate,9.25489711372488e-06,108050.904
6936,4,6,Reptilia,Testudines,Trachemys scripta,240,0.084037752,,Vertebrate,0.000350157,2855.859363
9,5,7,Bird,Accipitriformes,Accipiter nisus,135,0.945,,Non passerine,0.007,142.8571429
6939,5,7,Bird,Accipitriformes,Aquila chrysaetos,3000,4.9929,,Non passerine,0.0016643,600.8532116
6940,5,7,Bird,Accipitriformes,Buteo buteo,1012,3.7444,,Non passerine,0.0037,270.2702703
112,5,7,Bird,Accipitriformes,Buteo lineatus,658,2.1056,,Non passerine,0.0032,312.5
6943,5,7,Bird,Accipitriformes,Geranoaetus melanoleucus,2860,5.1887,,Non passerine,0.001814231,551.1977952
6201,5,7,Bird,Accipitriformes,Pernis apivorus,652,2.3472,,Non passerine,0.0036,277.7777778
29,5,7,Bird,Anseriformes,Aix sponsa,448,2.24,,Non passerine,0.005,200
6948,5,7,Bird,Anseriformes,Anas acuta,721,4.3981,,Non passerine,0.0061,163.9344262
6949,5,7,Bird,Anseriformes,Anas clypeata,554,3.9209,,Non passerine,0.007077437,141.2940906
6950,5,7,Bird,Anseriformes,Anas crecca,250,1.68388,,Non passerine,0.00673552,148.4666366
48,5,7,Bird,Anseriformes,Anas penelope,723,2.8197,,Non passerine,0.0039,256.4102564
49,5,7,Bird,Anseriformes,Anas platyrhynchos,1020,4.068,,Non passerine,0.003988235,250.7374631
6955,5,7,Bird,Anseriformes,Anas rubripes,904,3.6076,,Non passerine,0.003990708,250.5821044
6956,5,7,Bird,Anseriformes,Anas strepera,791,6.1698,,Non passerine,0.0078,128.2051282
6957,5,7,Bird,Anseriformes,Anser anser,3250,10.725,,Non passerine,0.0033,303.030303
6958,5,7,Bird,Anseriformes,Chauna chavaria,2620,6.812,,Non passerine,0.0026,384.6153846
6959,5,7,Bird,Anseriformes,Cygnus buccinator,8800,20.24,,Non passerine,0.0023,434.7826087
6960,5,7,Bird,Apodiformes,Agleactis cupripennis,7.2,0.252,,Non passerine,0.035,28.57142857
6961,5,7,Bird,Apodiformes,Anthracothorax nigricollis,7.7,0.30492,,Non passerine,0.0396,25.25252525
65,5,7,Bird,Apodiformes,Apus apus,44.9,0.43553,,Non passerine,0.0097,103.0927835
6964,5,7,Bird,Apodiformes,Archilochus colubris,3.2,0.07832,,Non passerine,0.024475,40.85801839
6965,5,7,Bird,Apodiformes,Calypte anna,4.8,0.1175,,Non passerine,0.024479167,40.85106383
6966,5,7,Bird,Apodiformes,Oreotrochilus estella,8.4,0.19236,,Non passerine,0.0229,43.66812227
6967,5,7,Bird,Apodiformes,Selasphorus rufus,3.8,0.06853,,Non passerine,0.018034211,55.45016781
6968,5,7,Bird,Apodiformes,Selasphorus sasin,3.7,0.06853,,Non passerine,0.018521622,53.99095287
6969,5,7,Bird,Apodiformes,Stellula calliope,3,0.06853,,Non passerine,0.022843333,43.77644827
64,5,7,Bird,Apterygiformes,Apteryx australis,2380,4.029,Herbivore,Non passerine,0.001692857,590.7172996
6972,5,7,Bird,Apterygiformes,Apteryx haasti,2450,4.165,Omnivore,Non passerine,0.0017,588.2352941
6973,5,7,Bird,Apterygiformes,Apteryx owenii,1096,2.0824,,Non passerine,0.0019,526.3157895
6974,5,7,Bird,Caprimulgiformes,Caprimulgus europeus,77.4,0.64242,,Non passerine,0.0083,120.4819277
173,5,7,Bird,Caprimulgiformes,Chordeiles minor,72,0.4392,,Non passerine,0.0061,163.9344262
6977,5,7,Bird,Caprimulgiformes,Eurostopodus argus,88,0.4048,,Non passerine,0.0046,217.3913043
6978,5,7,Bird,Caprimulgiformes,Phalaenoptilus nuttalli,35,0.154,,Non passerine,0.0044,227.2727273
6979,5,7,Bird,Caprimulgiformes,Phalaenoptilus nuttallii,35,0.1566,,Non passerine,0.004474286,223.4993614
6980,5,7,Bird,Caprimulgiformes,Podargus ocellatus,145,0.5655,,Non passerine,0.0039,256.4102564
6981,5,7,Bird,Caprimulgiformes,Podargus strigoides,380.3,1.02681,,Non passerine,0.0027,370.3703704
6982,5,7,Bird,Charadriiformes,Anous stolidus,138.7,0.788095,,Non passerine,0.005682012,175.9940109
70,5,7,Bird,Charadriiformes,Arenaria interpres,90,0.918,,Non passerine,0.0102,98.03921569
6985,5,7,Bird,Charadriiformes,Calidris canutus,130,0.884,,Non passerine,0.0068,147.0588235
6986,5,7,Bird,Charadriiformes,Catharactus skua,970,4.753,,Non passerine,0.0049,204.0816327
16510,5,7,Bird,Charadriiformes,Charadrius dubius,36,0.416,,Non passerine,0.011555556,86.53846154
6989,5,7,Bird,Charadriiformes,Gygis alba,98.1,0.82236,,Non passerine,0.008382875,119.2908215
347,5,7,Bird,Charadriiformes,Haematopus ostralegus,449,2.91,,Non passerine,0.006481069,154.2955326
403,5,7,Bird,Charadriiformes,Larus argentatus,1000,4.8,,Non passerine,0.0048,208.3333333
6994,5,7,Bird,Charadriiformes,Larus atricilla,275.6,1.87408,,Non passerine,0.0068,147.0588235
404,5,7,Bird,Charadriiformes,Larus canus,431,2.2412,,Non passerine,0.0052,192.3076923
6997,5,7,Bird,Charadriiformes,Larus delawarensis,439,2.91742,,Non passerine,0.006645604,150.4754201
6998,5,7,Bird,Charadriiformes,Larus occidentalis,761,3.43629,,Non passerine,0.004515493,221.459772
6999,5,7,Bird,Charadriiformes,Larus ridibundus,306,1.8666,,Non passerine,0.0061,163.9344262
7000,5,7,Bird,Charadriiformes,Pluvialis dominica,118,0.649,,Non passerine,0.0055,181.8181818
7001,5,7,Bird,Charadriiformes,Pluvialis squatarola,226,1.7854,,Non passerine,0.0079,126.5822785
761,5,7,Bird,Charadriiformes,Scolopax minor,156.7,1.06556,,Non passerine,0.0068,147.0588235
762,5,7,Bird,Charadriiformes,Scolopax rusticola,430,2.15,,Non passerine,0.005,200
7006,5,7,Bird,Charadriiformes,Sterna maxima,373,2.4991,,Non passerine,0.0067,149.2537313
7007,5,7,Bird,Charadriiformes,Thinocorus rumicivorus,55.5,0.3108,,Non passerine,0.0056,178.5714286
7008,5,7,Bird,Charadriiformes,Tringa ochropus,90,0.918,,Non passerine,0.0102,98.03921569
887,5,7,Bird,Charadriiformes,Uria aalge,956,6.7876,,Non passerine,0.0071,140.8450704
888,5,7,Bird,Charadriiformes,Uria lomvia,989,6.8224,,Non passerine,0.006898281,144.9636492
7013,5,7,Bird,Ciconiiformes,Jabiru mycteria,5470,13.128,,Non passerine,0.0024,416.6666667
7014,5,7,Bird,Ciconiiformes,Leptoptilos javanicus,5710,14.846,,Non passerine,0.0026,384.6153846
7015,5,7,Bird,Coliiformes,Colius castanotus,69,1.035,,Non passerine,0.015,66.66666667
7016,5,7,Bird,Coliiformes,Colius colius,35.1,0.1755,,Non passerine,0.005,200
7017,5,7,Bird,Coliiformes,Colius striatus,51,0.2346,,Non passerine,0.0046,217.3913043
7018,5,7,Bird,Columbiformes,Chalcophaps indica,124,0.7936,,Non passerine,0.0064,156.25
7019,5,7,Bird,Columbiformes,Columba leucomela,456,2.4168,,Non passerine,0.0053,188.6792453
7020,5,7,Bird,Columbiformes,Columba livia,368,1.656,,Non passerine,0.0045,222.2222222
7021,5,7,Bird,Columbiformes,Columba palumbus,493,1.972,,Non passerine,0.004,250
7022,5,7,Bird,Columbiformes,Columba unicincta,318,1.7172,,Non passerine,0.0054,185.1851852
7023,5,7,Bird,Columbiformes,Geopelia cuneata,39,0.2652,,Non passerine,0.0068,147.0588235
7024,5,7,Bird,Columbiformes,Geopelia placida,52,0.3536,,Non passerine,0.0068,147.0588235
7025,5,7,Bird,Columbiformes,Geophaps plumifera,81,0.3969,,Non passerine,0.0049,204.0816327
7026,5,7,Bird,Columbiformes,Geophaps smithii,198,0.8712,,Non passerine,0.0044,227.2727273
414,5,7,Bird,Columbiformes,Leptotila verreauxi,131,0.8884,,Non passerine,0.006781679,147.4561009
419,5,7,Bird,Columbiformes,Leucosarcia melanoleuca,445,1.691,,Non passerine,0.0038,263.1578947
7031,5,7,Bird,Columbiformes,Ocyphaps lophotes,187,1.0846,,Non passerine,0.0058,172.4137931
7032,5,7,Bird,Columbiformes,Phaps chalcoptera,304,1.52,,Non passerine,0.005,200
7033,5,7,Bird,Columbiformes,Phaps elegans,190,1.235,,Non passerine,0.0065,153.8461538
7034,5,7,Bird,Columbiformes,Phaps histrionica,257,1.285,,Non passerine,0.005,200
7035,5,7,Bird,Columbiformes,Pterocles orientalis,386.4,1.932,,Non passerine,0.005,200
7036,5,7,Bird,Columbiformes,Ptilinopus melanospila,98,0.49,,Non passerine,0.005,200
7037,5,7,Bird,Columbiformes,Ptilinopus superbus,120.4,0.75852,,Non passerine,0.0063,158.7301587
7038,5,7,Bird,Columbiformes,Streptopelia senegalensis,108,0.8532,,Non passerine,0.0079,126.5822785
8091,5,7,Bird,Columbiformes,Streptopelia turtur,154,1.138,,Non passerine,0.00738961,135.3251318
9011,5,7,Bird,Columbiformes,Zenaida macroura,123,0.736,,Non passerine,0.00598374,167.1195652
32,5,7,Bird,Coraciiformes,Alcedo atthis,34.3,0.3773,,Non passerine,0.011,90.90909091
7045,5,7,Bird,Coraciiformes,Merops viridis,33.8,0.29406,,Non passerine,0.0087,114.9425287
7046,5,7,Bird,Coraciiformes,Phoeniculus purpureus,74.07,0.170361,,Non passerine,0.0023,434.7826087
7047,5,7,Bird,Coraciiformes,Phoenicurus ochruros,13.9,0.24186,,Non passerine,0.0174,57.47126437
7048,5,7,Bird,Coraciiformes,Phoenicurus phoenicurus,13,0.2327,,Non passerine,0.0179,55.86592179
7049,5,7,Bird,Coraciiformes,Upupa epops,67,0.5494,,Non passerine,0.0082,121.9512195
7050,5,7,Bird,Cuculiformes,Cacomantis variolosus,23.8,0.12138,,Non passerine,0.0051,196.0784314
7051,5,7,Bird,Cuculiformes,Centropus senegalensis,175,1.505,,Non passerine,0.0086,116.2790698
2041,5,7,Bird,Cuculiformes,Cuculus canorus,111.6,0.837,,Non passerine,0.0075,133.3333333
7054,5,7,Bird,Cuculiformes,Eudynamys scolopacea,188,1.6544,,Non passerine,0.0088,113.6363636
320,5,7,Bird,Cuculiformes,Geococcyx californianus,284.7,1.45197,,Non passerine,0.0051,196.0784314
7057,5,7,Bird,Falconiformes,Falco sparverius,117,0.8424,,Non passerine,0.0072,138.8888889
2931,5,7,Bird,Falconiformes,Falco subbuteo,208,1.2896,,Non passerine,0.0062,161.2903226
7060,5,7,Bird,Falconiformes,Falco tinnunculus,131,0.7729,,Non passerine,0.0059,169.4915254
7061,5,7,Bird,Falconiformes,Gypaetus barbatus,5070,11.154,,Non passerine,0.0022,454.5454545
7062,5,7,Bird,Falconiformes,Vultur gryphus,10320,16.512,,Non passerine,0.0016,625
7063,5,7,Bird,Galliformes,Alectoris graeca,633,2.532,,Non passerine,0.004,250
1061,5,7,Bird,Galliformes,Bonasa umbellus,644,2.3828,,Non passerine,0.0037,270.2702703
128,5,7,Bird,Galliformes,Callipepla gambelii,126.1,0.755,,Non passerine,0.005987312,167.0198675
7068,5,7,Bird,Galliformes,Colinus virginianus,194,1.1058,,Non passerine,0.0057,175.4385965
7069,5,7,Bird,Galliformes,Coturnix chinensis,44.9,0.36818,,Non passerine,0.0082,121.9512195
189,5,7,Bird,Galliformes,Coturnix coturnix,109,0.8284,,Non passerine,0.0076,131.5789474
7072,5,7,Bird,Galliformes,Coturnix japonica,115,0.9775,,Non passerine,0.0085,117.6470588
7073,5,7,Bird,Galliformes,Coturnix pectoralis,95.8,0.63228,,Non passerine,0.0066,151.5151515
7074,5,7,Bird,Galliformes,Crax alberti,2800,6.72,,Non passerine,0.0024,416.6666667
7075,5,7,Bird,Galliformes,Crax daubentoni,2800,7.28,,Non passerine,0.0026,384.6153846
22310,5,7,Bird,Galliformes,Dendragapus obscurus,1131,4.957,,Non passerine,0.004382847,228.1621949
7078,5,7,Bird,Galliformes,Excalfactoria chinensis,44,0.4048,,Non passerine,0.0092,108.6956522
308,5,7,Bird,Galliformes,Gallus gallus,2710,5.962,,Non passerine,0.0022,454.5454545
3982,5,7,Bird,Galliformes,Lagopus lagopus,567,2.872,,Non passerine,0.005065256,197.4233983
7083,5,7,Bird,Galliformes,Lagopus leucurus,326,2.3472,,Non passerine,0.0072,138.8888889
7084,5,7,Bird,Galliformes,Penelope purpurescens,2040,5.508,,Non passerine,0.0027,370.3703704
619,5,7,Bird,Galliformes,Perdix perdix,501,2.1543,,Non passerine,0.0043,232.5581395
848,5,7,Bird,Galliformes,Tetrao urogallus,4010,11.629,Omnivore,Non passerine,0.0029,344.8275862
7089,5,7,Bird,Gruiformes,Crex crex,96,0.7872,,Non passerine,0.0082,121.9512195
302,5,7,Bird,Gruiformes,Fulica atra,412,2.039,,Non passerine,0.004949029,202.0598333
7092,5,7,Bird,Gruiformes,Grus canadensis,3890,8.169,,Non passerine,0.0021,476.1904762
7093,5,7,Bird,Gruiformes,Grus paradisea,4030,10.478,,Non passerine,0.0026,384.6153846
7094,5,7,Bird,Passeriformes,Acanthis cannabina,16.9,0.33969,,Passerine,0.0201,49.75124378
7100,5,7,Bird,Passeriformes,Acanthis flammea,14,0.2856,,Passerine,0.0204,49.01960784
7097,5,7,Bird,Passeriformes,Acanthorhynchus tenuirostris,9.7,0.24929,,Passerine,0.0257,38.91050584
19,5,7,Bird,Passeriformes,Acridotheres cristatellus,109.4,1.2034,,Passerine,0.011,90.90909091
21,5,7,Bird,Passeriformes,Acrocephalus arundinaceus,21.9,0.25623,,Passerine,0.0117,85.47008547
7102,5,7,Bird,Passeriformes,Acrocephalus bistrigiceps,7.9,0.13114,,Passerine,0.0166,60.24096386
2287,5,7,Bird,Passeriformes,Acrocephalus palustris,10.8,0.203,,Passerine,0.018796296,53.20197044
2310,5,7,Bird,Passeriformes,Acrocephalus schoenobaenus,11.5,0.21735,,Passerine,0.0189,52.91005291
25,5,7,Bird,Passeriformes,Aegithalos caudatus,8.9,0.199,,Passerine,0.022359551,44.72361809
7110,5,7,Bird,Passeriformes,Aethopyga christinae,5.2,0.11804,,Passerine,0.0227,44.05286344
7111,5,7,Bird,Passeriformes,Agelaius phoeniceus,56.7,0.83349,,Passerine,0.0147,68.02721088
7112,5,7,Bird,Passeriformes,Alaemon alaudipes,37.7,0.42601,,Passerine,0.0113,88.49557522
31,5,7,Bird,Passeriformes,Alauda arvensis,31.7,0.722,,Passerine,0.022776025,43.90581717
7115,5,7,Bird,Passeriformes,Alophoixus bres,35,0.3535,,Passerine,0.0101,99.00990099
7116,5,7,Bird,Passeriformes,Amadina erythrocephala,22.4,0.2128,,Passerine,0.0095,105.2631579
7117,5,7,Bird,Passeriformes,Amadina fasciata,17.2,0.21328,,Passerine,0.0124,80.64516129
41,5,7,Bird,Passeriformes,Ammodramus savannarum,13.8,0.17802,,Passerine,0.0129,77.51937984
44,5,7,Bird,Passeriformes,Amphispiza bilineata,11.6,0.1972,,Passerine,0.017,58.82352941
7122,5,7,Bird,Passeriformes,Anthus campestris,21.8,0.38368,,Passerine,0.0176,56.81818182
55,5,7,Bird,Passeriformes,Anthus pratensis,18.9,0.3,,Passerine,0.015873016,63
56,5,7,Bird,Passeriformes,Anthus trivialis,19.7,0.33884,,Passerine,0.0172,58.13953488
7128,5,7,Bird,Passeriformes,Arachnothera longirostra,13,0.1885,,Passerine,0.0145,68.96551724
1051,5,7,Bird,Passeriformes,Bombycilla garrulus,72.5,0.9566,,Passerine,0.013194483,75.78925361
145,5,7,Bird,Passeriformes,Cardinalis cardinalis,41,0.5043,,Passerine,0.0123,81.30081301
7133,5,7,Bird,Passeriformes,Cardinalis sinuata,32,0.3936,,Passerine,0.0123,81.30081301
7134,5,7,Bird,Passeriformes,Cardinalis sinuatus,32,0.396495,,Passerine,0.012390469,80.70719681
7135,5,7,Bird,Passeriformes,Carduelis carduelis,16.5,0.34815,,Passerine,0.0211,47.39336493
7136,5,7,Bird,Passeriformes,Carduelis pinus,14,0.2912,,Passerine,0.0208,48.07692308
7137,5,7,Bird,Passeriformes,Carduelis tristis,13.6,0.33456,,Passerine,0.0246,40.6504065
7138,5,7,Bird,Passeriformes,Carpodacus cassinii,27.4,0.33976,,Passerine,0.0124,80.64516129
147,5,7,Bird,Passeriformes,Carpodacus erythrinus,21.6,0.358,,Passerine,0.016574074,60.33519553
7141,5,7,Bird,Passeriformes,Carpodacus mexicanus,20.4,0.31008,,Passerine,0.0152,65.78947368
7142,5,7,Bird,Passeriformes,Certhilauda erythrochlamys,27.3,0.41223,,Passerine,0.0151,66.22516556
7143,5,7,Bird,Passeriformes,Chloris chloris,28.2,0.47376,,Passerine,0.0168,59.52380952
7144,5,7,Bird,Passeriformes,Chloropsis sonnerati,39.7,0.37715,,Passerine,0.0095,105.2631579
7145,5,7,Bird,Passeriformes,Cinclus mexicanus,50.2,0.46184,,Passerine,0.0092,108.6956522
7146,5,7,Bird,Passeriformes,Coccothraustes coccothraustes,48.3,0.70035,,Passerine,0.0145,68.96551724
7147,5,7,Bird,Passeriformes,Coereba flaveola,10,0.215,,Passerine,0.0215,46.51162791
1851,5,7,Bird,Passeriformes,Contopus virens,13.9,0.25715,,Passerine,0.0185,54.05405405
7150,5,7,Bird,Passeriformes,Copsychus saularis,33.5,0.23115,,Passerine,0.0069,144.9275362
7151,5,7,Bird,Passeriformes,Corvus brachyrhynchos,384.8,3.2708,,Passerine,0.0085,117.6470588
1861,5,7,Bird,Passeriformes,Corvus corax,1203,5.5338,,Passerine,0.0046,217.3913043
7154,5,7,Bird,Passeriformes,Corvus cornix,518,3.3152,,Passerine,0.0064,156.25
7155,5,7,Bird,Passeriformes,Corvus corone,518,3.3531,,Passerine,0.006473166,154.4839104
7156,5,7,Bird,Passeriformes,Corvus cryptoleucus,640,3.86705,,Passerine,0.006042266,165.500834
187,5,7,Bird,Passeriformes,Corvus frugilegus,390,2.613,,Passerine,0.0067,149.2537313
7159,5,7,Bird,Passeriformes,Corvus monedula,209,1.5257,,Passerine,0.0073,136.9863014
7160,5,7,Bird,Passeriformes,Corvus ruficollis,660,3.366,,Passerine,0.0051,196.0784314
7161,5,7,Bird,Passeriformes,Cyanocitta cristata,80.8,0.83224,,Passerine,0.0103,97.08737864
7162,5,7,Bird,Passeriformes,Dendroica coronata,11.5,0.1886,,Passerine,0.0164,60.97560976
7163,5,7,Bird,Passeriformes,Dendroica dominica,9.8,0.15974,,Passerine,0.0163,61.34969325
7164,5,7,Bird,Passeriformes,Dendroica palmarum,9.8,0.15484,,Passerine,0.0158,63.29113924
7165,5,7,Bird,Passeriformes,Dendroica pinus,12,0.1788,,Passerine,0.0149,67.11409396
2581,5,7,Bird,Passeriformes,Emberiza citrinella,26.8,0.436,,Passerine,0.016268657,61.46788991
259,5,7,Bird,Passeriformes,Emberiza hortulana,27,0.407,,Passerine,0.015074074,66.33906634
260,5,7,Bird,Passeriformes,Emberiza schoeniclus,17.6,0.3,,Passerine,0.017045455,58.66666667
262,5,7,Bird,Passeriformes,Empidonax virescens,12.3,0.1795,,Passerine,0.014593496,68.52367688
7174,5,7,Bird,Passeriformes,Eremalauda dunni,20.6,0.2781,,Passerine,0.0135,74.07407407
2661,5,7,Bird,Passeriformes,Eremophila alpestris,26,0.3094,,Passerine,0.0119,84.03361345
271,5,7,Bird,Passeriformes,Erithacus rubecula,17.6,0.281,,Passerine,0.015965909,62.63345196
7179,5,7,Bird,Passeriformes,Estrilda melpoda,7.5,0.13125,,Passerine,0.0175,57.14285714
7180,5,7,Bird,Passeriformes,Estrilda troglodytes,7.5,0.15075,,Passerine,0.0201,49.75124378
2941,5,7,Bird,Passeriformes,Ficedula hypoleuca,11.7,0.232,,Passerine,0.01982906,50.43103448
300,5,7,Bird,Passeriformes,Fringilla coelebs,21,0.3717,,Passerine,0.0177,56.49717514
301,5,7,Bird,Passeriformes,Fringilla montifringilla,21,0.3822,,Passerine,0.0182,54.94505495
312,5,7,Bird,Passeriformes,Garrulus glandarius,153,1.3923,,Passerine,0.0091,109.8901099
7189,5,7,Bird,Passeriformes,Geothlypis trichas,10.6,0.17622,,Passerine,0.016624528,60.15208262
7190,5,7,Bird,Passeriformes,Haemorhous cassinii,27.4,0.339,,Passerine,0.012372263,80.8259587
7191,5,7,Bird,Passeriformes,Haemorhous mexicanus,20.4,0.3108,,Passerine,0.015235294,65.63706564
7192,5,7,Bird,Passeriformes,Hesperiphona vespertina,54.5,0.7294,,Passerine,0.013383486,74.71894708
361,5,7,Bird,Passeriformes,Himatione sanguinea,13.5,0.2997,,Passerine,0.0222,45.04504505
3621,5,7,Bird,Passeriformes,Hippolais icterina,12.5,0.252,,Passerine,0.02016,49.6031746
363,5,7,Bird,Passeriformes,Hirundo rustica,18.4,0.30176,,Passerine,0.0164,60.97560976
7199,5,7,Bird,Passeriformes,Hirundo tahitica,14.1,0.17907,,Passerine,0.0127,78.74015748
378,5,7,Bird,Passeriformes,Icterus galbula,37.5,0.5025,,Passerine,0.0134,74.62686567
391,5,7,Bird,Passeriformes,Junco hyemalis,18,0.2952,,Passerine,0.0164,60.97560976
